ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Bibliographic Reference,Copyright Description,Copyright Type,Date of Creation,Date of Publication,Description,Description Type,Document,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Type,Keyword,Language_Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
fcb25710-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-20,,,,,,,,,,,,,,"La Guillerie, La Route de Trodez",,0900375,GEOMETRYCOLLECTION (POINT (-2.212285 49.238156)),,La Guillerie,
b3909920-149f-0138-c57a-740f24312a1c,Field Number,Trinity,Parish,"Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research] Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey. ",,,2018-05-22,,,,,,,,,,,,,,"Clos de la Chapelle, Field T62",,1200308,GEOMETRYCOLLECTION (POINT (-2.094403 49.24948)),,Clos de la Chapelle,
04dcf8a0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Burch, J. & Tilling, T. 2015. Douets A Laver. Jersey Lavoirs. The history and location of Jersey Lavoirs. Société Jersiaise, Jersey.",,,2019-11-04,,,,,,,,,,,,,,"La Source de Souhait, La Vallée des Vaux",,0400417,GEOMETRYCOLLECTION (POINT (-2.105059 49.199543)),,La Source de Souhait,
84ffdf10-1168-0138-913b-740f24312a1c,Field Number,Grouville,Parish,"Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research] Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2020-12-02,,,,,,,,,1. Société Jersiaise,,1. Sites and Monuments Database,,,"Jardin de la Chapelle, Field G208",,0300275,GEOMETRYCOLLECTION (POINT (-2.048197 49.191769)),,Jardin de la Chapelle,
04a839c0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-08-23,,,,,Listed building,Government of Jersey,HE0319,,1. Government of Jersey 2. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Plans (L/A/06/A/264)",,,"9, Midvale Road",,0400319,GEOMETRYCOLLECTION (POINT (-2.104641 49.191396)),,9,
04b42fd0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-09-02,,,,,Listed building,Government of Jersey,HE0641,,1. Government of Jersey 2. Jersey Archive ,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (L/A/75/A3/3/6221)",,,"22, Peter Street",,0400641,GEOMETRYCOLLECTION (POINT (-2.101314 49.184961)),,22,
04c41200-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-09-30,,,,,Listed building,Government of Jersey,HE1100,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"1 Peirson Terrace, Le Havre des Pas",,0401100,GEOMETRYCOLLECTION (POINT (-2.100051 49.177497)),,1 Peirson Terrace,
0bf49420-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-06-29,,,,,Listed building,Government of Jersey,LA0090,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Clear Cottage, Les Chanolles des Six Rues",,0600090,GEOMETRYCOLLECTION (POINT (-2.154952 49.231468)),,Clear Cottage,
04b7f430-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2019-09-09,,,,,Listed building,Government of Jersey,HE0746,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",Richmond Map,,"Cliff House, Regent Road",,0400746,GEOMETRYCOLLECTION (POINT (-2.10356 49.181828)),,Cliff House,
04d3e050-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-10-22,,,,,Listed building,Government of Jersey,HE1599,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"19, New St James Place",,0401599,GEOMETRYCOLLECTION (POINT (-2.100519 49.183236)),,19,
46a9aa20-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-03-19,,,,,Listed building,Government of Jersey,JN0048,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Fieldwalking card",Richmond Map,,"La Patience, La Route du Mont Mado",,0500048,GEOMETRYCOLLECTION (POINT (-2.12129 49.24401)),,La Patience,
84fb2fd0-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,,,,2020-12-02,,,,,Listed building,Government of Jersey,GR0198,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",German Occupation,,"Action Post Catillon, Le Câtillon",,0300198,GEOMETRYCOLLECTION (POINT (-2.053687 49.191283)),,Action Post Catillon,
04cba4b0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-10-16,,,,,Listed building,Government of Jersey,HE1323,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"La Fontaine de St Marc, Queen's Lane",,0401323,GEOMETRYCOLLECTION (POINT (-2.110071 49.194374)),,La Fontaine de St Marc,
507b3cd0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,,,,,,,,,,,,,Coastal Fortification,,"Site of Portelet Battery, La Rue Voisin",,0100119,GEOMETRYCOLLECTION (POINT (-2.17892 49.172995)),,Site of Portelet Battery,
04d42eb0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-10-25,,,,,Listed building,Government of Jersey,HE1608,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"3 Windsor Villas, Val Plaisant",,0401608,GEOMETRYCOLLECTION (POINT (-2.102679 49.191702)),,3 Windsor Villas,
8b87aa60-1498-0138-c571-740f24312a1c,Postal Address,St. Clement,Parish," Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-03-12,,,,,Listed building,Government of Jersey,CL0039,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Le Pre, La Grande Route de St. Clement",,0200039,GEOMETRYCOLLECTION (POINT (-2.057093 49.173159)),,Le Pre,
04a2f1d0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Leerson, M. 2018. What's Your Street's Story?: David Place [Unpublished talk] Romeril, L. 2016. What's Your Street's Story?: Stopford Road [Unpublished talk]",,,2019-08-19,,,,,Listed building,Government of Jersey,HE0180,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"48, David Place",,0400180,GEOMETRYCOLLECTION (POINT (-2.103541 49.189752)),,48,
04d2ddf0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-10-22,,,,,Listed building,Government of Jersey,HE1568,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"21-23, Stopford Road",,0401568,GEOMETRYCOLLECTION (POINT (-2.101349 49.189446)),,21-23,
064a9dd0-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Blackstone, C. & Le Quesne, K. 1999. St Martin, Jersey. The Story of an Island Parish. Phillimore, Chichester.  ",,,2020-03-06,,,,,,,,,1. Société Jersiaise Photographic Archive 2. Jersey Heritage Social History collection,,"1. Photographs (sample of collection: SJPA/019495, SJPA/019497-8) 2. Postcards (JERSM/2004/00087/954, JERSM/2004/00087/1314)",,,"Geoffrey's Leap, La Route de la Côte",,0700338,GEOMETRYCOLLECTION (POINT (-2.019668 49.203748)),,Geoffrey's Leap,
0bf48a30-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,,,,2018-06-29,,,,,Listed building,Government of Jersey,LA0089,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Ravenscrag, La Rue de Haut",,0600089,GEOMETRYCOLLECTION (POINT (-2.138721 49.199602)),,Ravenscrag,
04aa8480-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-08-27,,,,,Listed building,Government of Jersey,HE0380,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"11, The Parade",,0400380,GEOMETRYCOLLECTION (POINT (-2.110507 49.18654)),,11,
f177e5e0-1168-0138-9141-740f24312a1c,Field Number,St. Mary ,Parish,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiase, Jersey.",,,2018-05-22,,,,,,Government of Jersey,MY0149,,,,,,,"Clos de la Hougue, Field MY244",,0800162,GEOMETRYCOLLECTION (POINT (-2.176038 49.245112)),,Clos de la Hougue,
04a25cc0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Quintaine, R. 2016. What's Your Street's Story?: Weighbridge [Unpublished talk] Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",,,2019-08-19,,,,,Listed building,Government of Jersey,HE0164,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",,,"8, Commercial Buildings",,0400164,GEOMETRYCOLLECTION (POINT (-2.109475 49.179292)),,8,
298b2770-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-01-04,,,,,Listed building,Government of Jersey,SA0001,,1. Government of Jersey 2. Société Jersiaise Photographic Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Photographs (SJPA/001155, SJPA/0012500-3, SJPA/008898)",,,"Ker-Anna House, Bagatelle Lane",,1100001,GEOMETRYCOLLECTION (POINT (-2.0897 49.190246)),,Ker-Anna House,
fca40330-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Pocock, H.R.S. 1971. Jersey’s Martello Towers. Annual Bulletin of the Société Jersiaise, 20, 289-298. Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2018-12-18,,,,,,,,,1. Société Jersiaise,,1. Sites and Monuments Database,Coastal Fortification,,"Site of Le Havre Tower, Le Petit Etacquerel",,0900042,GEOMETRYCOLLECTION (POINT (-2.249715 49.239796)),,Site of Le Havre Tower,
0645d710-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. ",,,2020-03-06,,,,,Listed building,Government of Jersey,MN0267,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Brookvale Farm, La Rue St Julien",,0700267,GEOMETRYCOLLECTION (POINT (-2.043529 49.205282)),,Brookvale Farm,
5079cd20-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2019-07-23,,,,,Listed building,Government of Jersey,BR0084,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Le Mont, La Rue des Mans",,0100084,GEOMETRYCOLLECTION (POINT (-2.178854 49.190854)),,Le Mont,
04b5f960-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Ferrari, A. 1998. Jersey’s Disappearing Heritage. Fifty years of neglect. Save Jersey’s Heritage, Jersey.  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Leerson, M. 2015. What's Your Street's Story?: St Saviour’s Road [Unpublished talk]",,,2019-09-03,,,,,Listed building,Government of Jersey,HE0686,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"52, St Saviour's Road",,0400686,GEOMETRYCOLLECTION (POINT (-2.098637 49.185828)),,52,
0bf50040-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.06.2018)   Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,2018-06-29,,,,,Listed building,Government of Jersey,LA0103,,1. Jersey Archive 2. Government of Jersey,,"1. Documents (L/A/06/F/22) 2. Listing photographs, Historic Environment Resurvey",,,"Les Arches, Les Charrières Nicolle",,0600103,GEOMETRYCOLLECTION (POINT (-2.127687 49.223252)),,Les Arches,
06412430-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,2019-05-31,,,,,Listed building,Government of Jersey,MN0108,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Le Huqeut Farm, La Rue du Hucquet",,0700108,GEOMETRYCOLLECTION (POINT (-2.05985 49.224505)),,Le Huqeut Farm,
84f79bf0-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",,,2020-08-02,,,,,Listed building,Government of Jersey,GR0071,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",Richmond Map,,"Le Pre au Portier, La Grande Route des Sablons",,0300071,GEOMETRYCOLLECTION (POINT (-2.037434 49.181917)),,Le Pre au Portier,
2f119d80-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-08-29,,,,,Listed building,Government of Jersey,PE0201,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"La Croix, Le Mont Fallu",,1000201,GEOMETRYCOLLECTION (POINT (-2.173325 49.209052)),,La Croix,
fca8d940-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham. ",,,2018-12-19,,,,,Listed building,Government of Jersey,OU0199,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Le Ménage, La Verte Rue",,0900199,GEOMETRYCOLLECTION (POINT (-2.191391 49.224679)),,Le Ménage,
5717c610-1e0c-0138-8d56-740f24312a1c,Postal Address,St. Brelade,Parish,,,,2020-01-08,,,,,,,,,1. Société Jersiaise 2. Jersey Heritage Archaeology collection,,"1. Fieldwalking card, Sites and Monuments Database 2. Pottery (A/0003449)",,,,,0100425,GEOMETRYCOLLECTION (POINT (-2.180483 49.19014)),,Assemblage,
b38e5b50-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2018-05-21,,,,,,,,,,,,"Coastal Fortification,Richmond Map",,"Site of guardhouse and barracks, Les Charrières du Boulay",,1200245,GEOMETRYCOLLECTION (POINT (-2.081498 49.238324)),,Site of guardhouse and barracks,
04c2dad0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Willy, F. J. 1963. Halkett House. Bulletin Annuel de la Société Jersiaise, 18, 343-346. ",,,2019-09-30,,,,,Listed building,Government of Jersey,HE1058,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",Richmond Map,,"Halkett House, Halkett Place",,0401058,GEOMETRYCOLLECTION (POINT (-2.105145 49.184388)),,Halkett House,
c8cb97c0-7a6b-0138-ef2d-740f24312a1c,Postal Address,St. Brelade,Parish,,,,,,,,,,,,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Slipway, La Route de la Pulente",,0100469,GEOMETRYCOLLECTION (POINT (-2.228583 49.191706)),,Slipway,
46b25380-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. ",,,2018-03-19,,,,,,,,,,,,,,"Le Catel, La Rue des Landes",,0500262,GEOMETRYCOLLECTION (POINT (-2.141378 49.248036)),,Le Catel,
8b86b680-1498-0138-c571-740f24312a1c,Postal Address,St. Clement,Parish," Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-03-12,,,,,Listed building,Government of Jersey,CL0018,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Le Chalet, La Grande Route de la Côte",,0200018,GEOMETRYCOLLECTION (POINT (-2.057753 49.169065)),,Le Chalet,
50844990-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",,,2020-06-08,,,,,Listed place,Government of Jersey,BR0369,,1. Government of Jersey 2. Société Jersiaise 3. Jersey Heritage Archaeology collection,,"1. Listing photographs, Historic Environment Resurvey 2. Fieldwalking card, Sites and Monuments Database 3. Artefacts (sample of collection: A/0000645-52, A/0000742-45, A/0007336-41, A/0010179)",Megalithic,,"Portelet Common Stone, Le Chemin du Portelet",,0100369,GEOMETRYCOLLECTION (POINT (-2.181181 49.174166)),,Portelet Common Stone,
50843fa0-116c-0138-9150-740f24312a1c,Field Number,St. Brelade,Parish,"Aubin, N. 2018. The Neolithic Passage Graves of Jersey: Locating the Lost Sites. Annual Bulletin of the Société Jersiaise, 32, 355-376. Bellis, R. & Cable, C.A. 1875. Report on the excavation of the cromlech 'Les Cinq Pierres', Jersey. Bulletin Annuel de la Société Jersiaise, 1, 6-10. Bull, M.M. 1875. Report on the excavation of the Cromlech “Les Cinq Pierres”, Jersey under the direction of the Archaeological Committee of the “Société Jersiase”. Bulletin Annuel de la Société Jersiaise, 1, 6-10. Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey. Tanguy, J.D. 1985. Archaeological Section Report for 1984. Annual Bulletin of the Société Jersiaise, 24, 21-23.",,,2019-07-26,,,,,Listed place,Government of Jersey,BR0368,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",Megalithic,,"Les Cinq Pierres, Field B591",,0100368,GEOMETRYCOLLECTION (POINT (-2.183954 49.184261)),,Les Cinq Pierres,
04dc61f0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Foster, T. 2016. What's Your Street's Story?: Gloucester Street [Unpublished talk] Hoad, S. 2002. Chelsea/Angleterre Hotel, St Helier, Jersey. An archaeological impact assessment. [Unpublished report] Seeley, D. 2002. Chelsea/Angleterre Hotel, St Helier, Jersey. An archaeological watching brief report. [Unpublished report] Warner, M. F. 2002. Gloucester Street Development, St Helier, Jersey. Ground Investigation Report. [Unpublished report] Westman, A. 2003. Chelsea Hotel, 11 Gloucester Street, St Helier, Jersey, Channel Islands. A standing building survey report. [Unpublished report] Westman, A. 2003. Chelsea Hotel, 11 Gloucester Street, St Helier, Jersey, Channel Islands. An archaeological watching brief report. [Unpublished report]",,,,,,,"/files/uploadedfiles/0400298_Chelsea_Angleterre_Hotel_Archaeological_Watching_Brief_2002.pdf,/files/uploadedfiles/0400298_Chelsea_Hotel_Archaeological_Watching_Brief_2003.pdf,/files/uploadedfiles/0400298_Chelsea_Hotel_Standing_Building_Survey_2003.pdf",,,,,1. Société Jersiaise Photographic Archive 2. Jersey Archive,,"1. Photograph (SJPA/033833) 2. Photographs (sample of collection: L/A/75/A3/3/8220B, L/A/75/A3/2/4637, L/A/75/A3/2/3456-1, L/A/75/A3/2/5428, L/A/75/A2/BUI/53/13,L/A/75/A2/BUI/53/15), plans (D/AL/A9/70(E5)), advert (D/AS/C/1/32)",,,"Site of Chelsea & Angleterre Hotels, Gloucester Street",,0400298,GEOMETRYCOLLECTION (POINT (-2.111557 49.187093)),,Site of Chelsea & Angleterre Hotels,
04a84e10-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-08-23,,,,,Listed building,Government of Jersey,HE0321,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"19, Midvale Road",,0400321,GEOMETRYCOLLECTION (POINT (-2.105228 49.19196)),,19,
063ed650-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Blackstone, C. & Le Quesne, K. 1999. St Martin, Jersey. The Story of an Island Parish. Phillimore, Chichester.  Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Romeril, L. 2018. What's Your Street's Story?: Anne Port and Faldouet. [Unpublished talk] Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",,,2019-05-30,,,,,Listed building,Government of Jersey,MN0045,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",Richmond Map,,"Chateaubriand, La Rue de Guilleaume et d'Anneville",,0700045,GEOMETRYCOLLECTION (POINT (-2.026525 49.20572)),,Chateaubriand,
84f8d200-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-11-02,,,,,Listed building,Government of Jersey,GR0121,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Windsor Court, La Grande Route des Sablons",,0300121,GEOMETRYCOLLECTION (POINT (-2.033709 49.177678)),,Windsor Court,
2f0fd390-1168-0138-9138-740f24312a1c,Postal Address,St. Peter,Parish,,,,2018-08-28,,,,,Listed building,Government of Jersey,PE0135,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",German Occupation,,"Command Bunker for Infantry Commander , La Rue du Coin Varin (field P586)",,1000135,GEOMETRYCOLLECTION (POINT (-2.165118 49.216303)),,Command Bunker for Infantry Commander ,
fca9cf50-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Société Jersiaise. 1976. Archaeological Monuments. Unpublished report for States of Jersey.  Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2019-01-21,,,,,Listed place,Government of Jersey,OU0046,,1. Government of Jersey 2. Société Jersiaise,,1. Listing photographs 2. Sites and Monuments Database,,,"Medieval Strip Fields, La Rue de la Campagne",,0900046,GEOMETRYCOLLECTION (POINT (-2.211087 49.224968)),,Medieval Strip Fields,
7b08d120-19c2-0138-c5b5-740f24312a1c,Field Number,St. Saviour,Parish,,,,2019-04-24,,,,,,,,,1. Société Jersiaise ,,"1. Fieldwalking card, Sites and Monuments Database",,,,,1100367,GEOMETRYCOLLECTION (POINT (-2.062541 49.201437)),,Sword,
84f59dc0-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-08-02,,,,,Listed building,Government of Jersey,GR0014,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Chaumiere de l'Orme, La Rue à Don",,0300014,GEOMETRYCOLLECTION (POINT (-2.060457 49.181233)),,Chaumiere de l'Orme,
b385d160-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 10.04.2018) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-05-18,,,,,Listed building,Government of Jersey,TR0131,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Carmel Farm, La Route des Côtes du Nord",,1200131,GEOMETRYCOLLECTION (POINT (-2.053969 49.23751)),,Carmel Farm,
04dc10e0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Brett, C.E.B. 1977. Buildings in the Town and Parish of St Helier. Adelphi, Belfast. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 06.11.2019) Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",,,,,,,,,,,,1. Société Jersiaise,,1. Sites and Monuments Database,Richmond Map,,"13, Broad Street",,0400183,GEOMETRYCOLLECTION (POINT (-2.107809 49.184183)),,13,
