ResourceID,Activity Type,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Cadastral Reference,Description,Description Type,End Date of Existence,End Date Type,External Identifier Type,External Source,External XRef,From Date,Geometry Qualifier,Keyword,Name,Name Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Start Date of Existence,Start Date Type,To Date
d3aaba03-f85f-4e5b-a70d-ec7360925016,,,,,,,,,,,,,,,,,,,,,,,,
468e8f70-116c-0138-9149-740f24312a1c,,Postal Address,St. John,Parish,,,,,,Listed building,Government of Jersey,JN0148,,,Richmond Map,Folly Farm,,"Folly Farm, La Rue des Buttes",,0500148,GEOMETRYCOLLECTION (POINT (-2.143658 49.241144)),,,
0462bbb0-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0842,,,,St James School,,"St James School, Chapel Lane",,0400842,GEOMETRYCOLLECTION (POINT (-2.099421 49.182963)),,,
8b6a4810-1498-0138-c570-740f24312a1c,,Postal Address,St. Clement,Parish,,,,,,Listed building,Government of Jersey,CL0022,,,,Les Tours Farm,,"Les Tours Farm, La Grande Route de St. Clement",,0200022,GEOMETRYCOLLECTION (POINT (-2.045168 49.174924)),,,
84e12560-1168-0138-913a-740f24312a1c,,,Grouville,Parish,,,,,,,,,,,,,,,,0300329,GEOMETRYCOLLECTION (POINT (-2.034088 49.165784)),,,
0bd219c0-116c-0138-9146-740f24312a1c,,Postal Address,St. Lawrence,Parish,,,,,,Listed building,Government of Jersey,LA0033,,,,Maranham,,"Maranham, La Rue de Bas",,0600033,GEOMETRYCOLLECTION (POINT (-2.138403 49.204923)),,,
468f71a0-116c-0138-9149-740f24312a1c,,Postal Address,St. John,Parish,,,,,,Listed building,Government of Jersey,JN0169,,,,Beau Reveil,,"Beau Reveil, La Route des Issues",,0500169,GEOMETRYCOLLECTION (POINT (-2.130601 49.244231)),,,
0bd4d160-116c-0138-9146-740f24312a1c,,Postal Address,St. Lawrence,Parish,,,,,,Listed building,Government of Jersey,LA0105,,,Richmond Map,La Chasserie,,"La Chasserie, Le Mont Cochon",,0600105,GEOMETRYCOLLECTION (POINT (-2.12544 49.211339)),,,
0468fe30-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1013,,,,41,,"41, Great Union Road",,0401013,GEOMETRYCOLLECTION (POINT (-2.106977 49.188886)),,,
062449e0-116c-0138-9143-740f24312a1c,,Postal Address,St. Martin,Parish,,,,,,Listed building,Government of Jersey,MN0268,,,Richmond Map,Le Cotil,,"Le Cotil, La Rue St Julien",,0700268,GEOMETRYCOLLECTION (POINT (-2.048244 49.207155)),,,
04737620-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1328/HE1329,,,,3-4 Queen's Road Terrace,,"3-4 Queen's Road Terrace, Queen's Road",,0401328,GEOMETRYCOLLECTION (POINT (-2.109064 49.193238)),,,
5054a7e0-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,Listed building,Government of Jersey,BR0081,,,,Milestone 'B7',,"Milestone 'B7', Le Mont de la Pulente",,0100081,GEOMETRYCOLLECTION (POINT (-2.225963 49.187093)),,,
04526c30-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0378,,,Mill,6,,"6, The Parade",,0400378,GEOMETRYCOLLECTION (POINT (-2.110001 49.186254)),,,
84dcdfd0-1168-0138-913a-740f24312a1c,,Postal Address,Grouville,Parish,,,,,,Listed building,Government of Jersey,GR0118,,,"Richmond Map,Coastal Fortification",Hurel Tower,,"Hurel Tower, La Grande Route des Sablons",,0300118,GEOMETRYCOLLECTION (POINT (-2.030989 49.174019)),,,
b36462c0-149f-0138-c579-740f24312a1c,,Postal Address,Trinity,Parish,,,,,,Listed building,Government of Jersey,TR0026,,,,La Maison du Sud,,"La Maison du Sud, La Rue de Diélament",,1200026,GEOMETRYCOLLECTION (POINT (-2.07187 49.226894)),,,
fc8d5bf0-149c-0138-c576-740f24312a1c,,Postal Address,St. Ouen,Parish,,,,,,,,,,,"Richmond Map,Coastal Fortification",Val du Trop Guardhouse,,"Val du Trop Guardhouse, La Rue du Moulin",,0900380,GEOMETRYCOLLECTION (POINT (-2.205541 49.248391)),,,
fc845680-149c-0138-c576-740f24312a1c,,Postal Address,St. Ouen,Parish,,,,,,Listed building,Government of Jersey,OU0079,,,Richmond Map,Les Huriaux,,"Les Huriaux, La Rue de la Devise",,0900079,GEOMETRYCOLLECTION (POINT (-2.2394 49.249294)),,,
04664470-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0936,,,,58,,"58, David Place",,0400936,GEOMETRYCOLLECTION (POINT (-2.103694 49.190266)),,,
84d61a10-1168-0138-913a-740f24312a1c,,Postal Address,Grouville,Parish,,,,,,Listed building,Government of Jersey,GR0052,,,,Transvaal ,,"Transvaal , La Rue de Fauvic",,0300052,GEOMETRYCOLLECTION (POINT (-2.034521 49.177732)),,,
045a3a80-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0593,,,,59,,"59, Great Union Road",,0400593,GEOMETRYCOLLECTION (POINT (-2.10722 49.189538)),,,
84d85390-1168-0138-913a-740f24312a1c,,Postal Address,Grouville,Parish,,,,,,Listed building,Government of Jersey,GR0129,,,,Roseland,,"Roseland, La Rue Malo",,0300129,GEOMETRYCOLLECTION (POINT (-2.044581 49.180527)),,,
505e8c70-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,Listed building,Government of Jersey,BR0317,,,,Victorian Stink Pipe,,"Victorian Stink Pipe, La Rue au Moestre",,0100317,GEOMETRYCOLLECTION (POINT (-2.170544 49.185262)),,,
4692e680-116c-0138-9149-740f24312a1c,,Postal Address,St. John,Parish,,,,,,,,,,,,Brookvale,,"Brookvale, La Rue du Pont",,0500265,GEOMETRYCOLLECTION (POINT (-2.126168 49.23574)),,,
2ef72820-1168-0138-9137-740f24312a1c,,Field Number,St. Peter,Parish,,,,,,,,,,,,Finds: flint flake + pottery sherd,,"Finds: flint flake + pottery sherd, Field P559",,1000300,GEOMETRYCOLLECTION (POINT (-2.181487 49.214362)),,,
0469b0f0-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1030,,,,1 Brockenhurst Villas,,"1 Brockenhurst Villas, Green Street",,0401030,GEOMETRYCOLLECTION (POINT (-2.104261 49.178738)),,,
0628bab0-116c-0138-9143-740f24312a1c,,,St. Martin,Parish,,,,,,,,,,,,"Site of paved oyster beds, 1835",,"Site of paved oyster beds, 1835",,0700325,GEOMETRYCOLLECTION (POINT (-2.023972 49.197587)),,,
2eee8d20-1168-0138-9137-740f24312a1c,,Postal Address,St. Peter,Parish,,,,,,Listed building,Government of Jersey,PE0105,,,,La Ronde Cheminee,,"La Ronde Cheminee, La Rue des Vignes",,1000105,GEOMETRYCOLLECTION (POINT (-2.177484 49.206547)),,,
0478f4f0-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1522,,,,33,,"33, St Saviour's Road",,0401522,GEOMETRYCOLLECTION (POINT (-2.098574 49.185109)),,,
468abec0-116c-0138-9149-740f24312a1c,,Postal Address,St. John,Parish,,,,,,Listed building,Government of Jersey,JN0057,,,Richmond Map,Le Pont Farm,,"Le Pont Farm, La Rue du Pont",,0500057,GEOMETRYCOLLECTION (POINT (-2.129986 49.237306)),,,
fc84f0e0-149c-0138-c576-740f24312a1c,,Postal Address,St. Ouen,Parish,,,,,,Listed building,Government of Jersey,OU0130,,,"Mill,German Occupation",St Ouen's Mill,,"St Ouen's Mill, La Rue de la Campagne",,0900130,GEOMETRYCOLLECTION (POINT (-2.210529 49.226173)),,,
29747d40-1168-0138-9134-740f24312a1c,,Postal Address,St. Saviour,Parish,,,,,,,,,,,,Le Dicq,,"Le Dicq, Beach Crescent",,1100276,GEOMETRYCOLLECTION (POINT (-2.095843 49.177707)),,,
04713c70-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1256,,,,10,,"10, Oxford Road",,0401256,GEOMETRYCOLLECTION (POINT (-2.100632 49.188163)),,,
0475d720-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1397,,,,48,,"48, Rouge Bouillon",,0401397,GEOMETRYCOLLECTION (POINT (-2.108779 49.192279)),,,
506373f0-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,,,,,,,Artefacts,,"Artefacts, Les Quennevais",,0100453,GEOMETRYCOLLECTION (POINT (-2.198863 49.193296)),,,
0482cd30-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1923,,,,Post Box No 16,,"Post Box No 16, Trinity Road",,0401923,GEOMETRYCOLLECTION (POINT (-2.10026 49.194461)),,,
b36faaf0-149f-0138-c579-740f24312a1c,,Postal Address,Trinity,Parish,,,,,,,,,,,,La Ruette,,"La Ruette, La Rue du Moulin du Ponterrin ",,1200280,GEOMETRYCOLLECTION (POINT (-2.083583 49.216419)),,,
0444fa70-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0026,,,,10,,"10, Bath Street",,0400026,GEOMETRYCOLLECTION (POINT (-2.103139 49.184171)),,,
061dc700-116c-0138-9143-740f24312a1c,,Postal Address,St. Martin,Parish,,,,,,Listed building,Government of Jersey,MN0061,,,,La Fallue,,"La Fallue, La Rue de la Pouclée et des Quatre Chemins",,0700061,GEOMETRYCOLLECTION (POINT (-2.025125 49.201354)),,,
046aaf60-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1057,,,,17,,"17, Halkett Place",,0401057,GEOMETRYCOLLECTION (POINT (-2.104945 49.184398)),,,
046862b0-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0999,,,,17,,"17, Le Geyt Street",,0400999,GEOMETRYCOLLECTION (POINT (-2.107057 49.186769)),,,
0bd5b130-116c-0138-9146-740f24312a1c,,Postal Address,St. Lawrence,Parish,,,,,,Listed building,Government of Jersey,LA0135,,,,Belle Greve,,"Belle Greve, La Rue de Haut",,0600135,GEOMETRYCOLLECTION (POINT (-2.139707 49.199882)),,,
047487a0-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1361,,,,Beach Lodge,,"Beach Lodge, Roseville Street",,0401361,GEOMETRYCOLLECTION (POINT (-2.10108 49.178624)),,,
2972edb0-1168-0138-9134-740f24312a1c,,Postal Address,St. Saviour,Parish,,,,,,Listed building,Government of Jersey,SA0312,,,,3 Salvandy Terrace,,"3 Salvandy Terrace, Springfield Road",,1100312,GEOMETRYCOLLECTION (POINT (-2.098337 49.192162)),,,
04627db0-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0835,,,,Royal Yacht Hotel,,"Royal Yacht Hotel, Caledonia Place",,0400835,GEOMETRYCOLLECTION (POINT (-2.107604 49.182782)),,,
8b6f0e20-1498-0138-c570-740f24312a1c,,Postal Address,St. Clement,Parish,,,,,,Listed building,Government of Jersey,CL0140,,,,Post Box No.129,,"Post Box No.129, La Grande Route de St. Clement",,0200140,GEOMETRYCOLLECTION (POINT (-2.083543 49.174268)),,,
fc8dee30-149c-0138-c576-740f24312a1c,,Postal Address,St. Ouen,Parish,,,,,,,,,,,,Newlands,,"Newlands, La Rue Militaire",,0900399,GEOMETRYCOLLECTION (POINT (-2.195375 49.233284)),,,
046769d0-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0969,,,,115,,"115, Don Road",,0400969,GEOMETRYCOLLECTION (POINT (-2.095821 49.180256)),,,
468c29b0-116c-0138-9149-740f24312a1c,,Postal Address,St. John,Parish,,,,,,Listed building,Government of Jersey,JN0090,,,,The Woods,,"The Woods, La Route des Issues",,0500090,GEOMETRYCOLLECTION (POINT (-2.120564 49.240221)),,,
047f5740-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1715,,,,13,,"13, Commercial Buildings",,0401715,GEOMETRYCOLLECTION (POINT (-2.109163 49.179786)),,,
505f15d0-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,Listed building,Government of Jersey,BR0332,,,,Milestone '4 1865',,"Milestone '4 1865', Le Mont les Vaux",,0100332,GEOMETRYCOLLECTION (POINT (-2.175717 49.188058)),,,
fc7e45b0-149c-0138-c576-740f24312a1c,,Postal Address,St. Ouen,Parish,,,,,,Listed building,Government of Jersey,OU0038,,,,East Lynne,,"East Lynne, La Rue Freule",,0900038,GEOMETRYCOLLECTION (POINT (-2.230915 49.244664)),,,
505295f0-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,Listed building,Government of Jersey,BR0031,,,Richmond Map,La Ferme du Roi,,"La Ferme du Roi, La Rue du Bocage",,0100031,GEOMETRYCOLLECTION (POINT (-2.178311 49.190999)),,,
04772e30-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1440,,,,Lavoir & Abreuvoir ,,"Lavoir & Abreuvoir , La Route de St Aubin",,0401440,GEOMETRYCOLLECTION (POINT (-2.135451 49.198145)),,,
045b0830-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0615,,,,Eulah,,"Eulah, Le Mont Cochon",,0400615,GEOMETRYCOLLECTION (POINT (-2.12903 49.197495)),,,
04792440-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1528,,,,53,,"53, St Saviour's Road",,0401528,GEOMETRYCOLLECTION (POINT (-2.09811 49.185737)),,,
0479c040-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1545,,,,26,,"26, Seaton Place",,0401545,GEOMETRYCOLLECTION (POINT (-2.112292 49.186218)),,,
047846a0-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1494,,,,3,,"3, St Mark's Road",,0401494,GEOMETRYCOLLECTION (POINT (-2.102973 49.189854)),,,
04709500-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1238,,,,44,,"44, New Street",,0401238,GEOMETRYCOLLECTION (POINT (-2.106156 49.186459)),,,
8b6ca650-1498-0138-c570-740f24312a1c,,Postal Address,St. Clement,Parish,,,,,,Listed building,Government of Jersey,CL0078,,,,Granville,,"Granville, La Grande Route de St. Clement",,0200078,GEOMETRYCOLLECTION (POINT (-2.069097 49.171434)),,,
0459f290-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0587,,,,16,,"16, Grosvenor Street",,0400587,GEOMETRYCOLLECTION (POINT (-2.097981 49.183981)),,,
84d4e1a0-1168-0138-913a-740f24312a1c,,Postal Address,Grouville,Parish,,,,,,Listed building,Government of Jersey,GR0018,,,,Le Petit Radier,,"Le Petit Radier, Le Chemin du Radier",,0300018,GEOMETRYCOLLECTION (POINT (-2.064708 49.186077)),,,
29724eb0-1168-0138-9134-740f24312a1c,,Postal Address,St. Saviour,Parish,,,,,,Listed building,Government of Jersey,SA0279,,,,Goodlands,,"Goodlands, Bagatelle Road",,1100279,GEOMETRYCOLLECTION (POINT (-2.085894 49.1925)),,,
5057a9a0-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,,,,,,German Occupation,Site of Batterie Seydilitz,,"Site of Batterie Seydilitz, Le Mont du Coin",,0100145,GEOMETRYCOLLECTION (POINT (-2.170942 49.195618)),,,
061c94a0-116c-0138-9143-740f24312a1c,,Postal Address,St. Martin,Parish,,,,,,Listed building,Government of Jersey,MN0032,,,,Spring Villa,,"Spring Villa, La Ruette de Faldouet",,0700032,GEOMETRYCOLLECTION (POINT (-2.032775 49.203947)),,,
061f4420-116c-0138-9143-740f24312a1c,,Postal Address,St. Martin,Parish,,,,,,Listed building,Government of Jersey,MN0101,,,,Prospect House,,"Prospect House, La Grande Route de Faldouet",,0700101,GEOMETRYCOLLECTION (POINT (-2.047075 49.217101)),,,
296c0330-1168-0138-9134-740f24312a1c,,Postal Address,St. Saviour,Parish,,,,,,Listed building,Government of Jersey,SA0063,,,,Blampied House,,"Blampied House, Norcott Road",,1100063,GEOMETRYCOLLECTION (POINT (-2.088186 49.179603)),,,
84df2a90-1168-0138-913a-740f24312a1c,,Field Number,Grouville,Parish,,,,,,,,,,,,Clos du Moulin ,,"Clos du Moulin , Field G303A",,0300254,GEOMETRYCOLLECTION (POINT (-2.042027 49.185198)),,,
0479ad00-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1543,,,Richmond Map,9,,"9, Seale Street",,0401543,GEOMETRYCOLLECTION (POINT (-2.110058 49.185737)),,,
0bd976d0-116c-0138-9146-740f24312a1c,,Postal Address,St. Lawrence,Parish,,,,,,Listed building,Government of Jersey,LA0120,,,Coastal Fortification,St. Lawrence Arsenal ,,"St. Lawrence Arsenal , La Grande Route de St Laurent",,0600120,GEOMETRYCOLLECTION (POINT (-2.141277 49.215692)),,,
04883480-149c-0138-c573-740f24312a1c,Archaeological Evaluation & Building Survey (archaeological),Postal Address,St. Helier,Parish,,"Museum of London Archaeology (MOLA) was commissioned by VHE Construction plc to undertake a watching brief at the former Jersey Gasworks as the site was converted from car parks into a recreational space. The results represented a continuous history of town gas production and were therefore significant. Across the site archaeological deposits and structural features were primarily associated with the Jersey Gasworks (1830s - 1990s). Areas of the gasworks' wall survived and MOLA undertook a standing building survey report of the remains. Other remains related to the gasworks included gas holders, tar tanks and ancillary buildings. Two hearths were also discovered at the west of the site and predate the gasworks and houses on David Place and are pre-19th century. Heated limpets were found in one hearth suggesting small scale industrial features which may be associated to lime production. ",Archaeological Evaluation & Building Survey (archaeological),,,,,,,,,Former Jersey Gasworks,,"Former Jersey Gasworks, Gas Place",,0400997,GEOMETRYCOLLECTION (POINT (-2.101056 49.187617)),,,
04848f30-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,,,,,,,Site of Tekel Lodge,,"Site of Tekel Lodge, Le Mont Cochon",,0400337,GEOMETRYCOLLECTION (POINT (-2.128905 49.196516)),,,
0bdb5900-116c-0138-9146-740f24312a1c,,Postal Address,St. Lawrence,Parish,,,,,,,,,,,,Site of Mainland,,"Site of Mainland, Le Clos du Val",,0600165,GEOMETRYCOLLECTION (POINT (-2.149379 49.200707)),,,
0445b080-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0044,,,,4,,"4, Beresford Street",,0400044,GEOMETRYCOLLECTION (POINT (-2.104119 49.185407)),,,
f154cdd0-1168-0138-9140-740f24312a1c,,Postal Address,St. Mary,Parish,,,,,,Listed building,Government of Jersey,MY0013,,,"Mill,Richmond Map",L'Ecluse,,"L'Ecluse, Le Chemin des Hougues",,0800013,GEOMETRYCOLLECTION (POINT (-2.15952 49.249598)),,,
50583b30-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,Listed building,Government of Jersey,BR0156,,,Richmond Map,Wesley House,,"Wesley House, Le Quai Bisson",,0100156,GEOMETRYCOLLECTION (POINT (-2.169392 49.186565)),,,
fc87a040-149c-0138-c576-740f24312a1c,,Postal Address,St. Ouen,Parish,,,,,,Listed building,Government of Jersey,OU0259,,,Richmond Map,La Vieux Menage,,"La Vieux Menage, La Rue de la Ville au Neveu",,0900259,GEOMETRYCOLLECTION (POINT (-2.189309 49.235623)),,,
04745d80-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1357,,,,Warehouse,,"Warehouse, Robin Place",,0401357,GEOMETRYCOLLECTION (POINT (-2.102051 49.187187)),,,
fc8569d0-149c-0138-c576-740f24312a1c,,Postal Address,St. Ouen,Parish,,,,,,Listed building,Government of Jersey,OU0170,,,,Water Pump,,"Water Pump, La Route de la Villaise",,0900170,GEOMETRYCOLLECTION (POINT (-2.235211 49.241075)),,,
50521d60-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,Listed building,Government of Jersey,BR0021,,,,Abreuvoir/Lavoir,,"Abreuvoir/Lavoir, La Rue des Sauvalleries",,0100021,GEOMETRYCOLLECTION (POINT (-2.191911 49.200113)),,,
045f2910-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0738,,,"Mill,Richmond Map",Le Moulin Nicolle,,"Le Moulin Nicolle, La Vallée des Vaux",,0400738,GEOMETRYCOLLECTION (POINT (-2.108507 49.206937)),,,
2970afb0-1168-0138-9134-740f24312a1c,,Postal Address,St. Saviour,Parish,,,,,,Listed building,Government of Jersey,SA0205,,,Richmond Map,Maufant Farm,,"Maufant Farm, La Route de Maufant",,1100205,GEOMETRYCOLLECTION (POINT (-2.066987 49.217109)),,,
8b6ee980-1498-0138-c570-740f24312a1c,,Postal Address,St. Clement,Parish,,,,,,Listed building,Government of Jersey,CL0136/CL0137/CL0138/CL0139,,,,1-4 The Denes,,"1-4 The Denes, Princess Place",,0200136,GEOMETRYCOLLECTION (POINT (-2.086917 49.172443)),,,
8b6d0430-1498-0138-c570-740f24312a1c,,Postal Address,St. Clement,Parish,,,,,,Listed building,Government of Jersey,CL0088,,,Place of Worship,Les Tours,,"Les Tours, La Grande Route de St. Clement",,0200088,GEOMETRYCOLLECTION (POINT (-2.044454 49.175151)),,,
045ad010-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0608,,,,44,,"44, King Street",,0400608,GEOMETRYCOLLECTION (POINT (-2.107216 49.184631)),,,
fc80d9b0-149c-0138-c576-740f24312a1c,,Postal Address,St. Ouen,Parish,,,,,,Listed building,Government of Jersey,OU0112,,,Richmond Map,La Porte,,"La Porte, La Route de L'Étacq",,0900112,GEOMETRYCOLLECTION (POINT (-2.242613 49.240131)),,,
046b17f0-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1072,,,,3-4 ,,"3-4 , Hampton Place",,0401072,GEOMETRYCOLLECTION (POINT (-2.110356 49.188825)),,,
29757e00-1168-0138-9134-740f24312a1c,,Postal Address,St. Saviour,Parish,,,,,,,,,,,,Sunnydale,,"Sunnydale, Prince's Tower Road",,1100229,GEOMETRYCOLLECTION (POINT (-2.07865 49.197661)),,,
0629d7d0-116c-0138-9143-740f24312a1c,Fieldwalking Survey,Field Number,St. Martin,Parish,,A fieldwalking survey was undertaken on 30th September 1983. ,Fieldwalking Survey,,,,,,,,,Lithic Scatter,,"Lithic Scatter, Field MN76",,0700369,GEOMETRYCOLLECTION (POINT (-2.051119 49.234792)),,,
04570410-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0501,,,,11,,"11, Victoria Street",,0400501,GEOMETRYCOLLECTION (POINT (-2.103903 49.18893)),,,
0623cde0-116c-0138-9143-740f24312a1c,,Postal Address,St. Martin,Parish,,,,,,Listed building,Government of Jersey,MN0251,,,Richmond Map,Le Pavillion,,"Le Pavillion, La Rue du Pavilion ",,0700251,GEOMETRYCOLLECTION (POINT (-2.039754 49.219699)),,,
84d76dc0-1168-0138-913a-740f24312a1c,,Postal Address,Grouville,Parish,,,,,,Listed building,Government of Jersey,GR0095,,,,Florimel,,"Florimel, Le Chemin au Grèves",,0300095,GEOMETRYCOLLECTION (POINT (-2.036386 49.184651)),,,
0454e640-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0448,,,Richmond Map,19,,"19, Royal Square",,0400448,GEOMETRYCOLLECTION (POINT (-2.105061 49.183926)),,,
0bda5980-116c-0138-9146-740f24312a1c,,Postal Address,St. Lawrence,Parish,,,,,,Listed building,Government of Jersey,LA0239,,,,Milestone 'St. L3',,"Milestone 'St. L3', La Vallée de St Pierre",,0600239,GEOMETRYCOLLECTION (POINT (-2.154851 49.204488)),,,
0449d260-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0147,,,Richmond Map,9,,"9, La Colomberie",,0400147,GEOMETRYCOLLECTION (POINT (-2.102518 49.183422)),,,
50596190-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,,,,,,Coastal Fortification,Site of Noirmont Signal Post,,"Site of Noirmont Signal Post, La Rue de Haut",,0100182,GEOMETRYCOLLECTION (POINT (-2.173387 49.181079)),,,
046e1e80-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE1172,,,Richmond Map,Woodlands,,"Woodlands, La Rue de Maupertuis",,0401172,GEOMETRYCOLLECTION (POINT (-2.115471 49.211941)),,,
0466be80-149c-0138-c573-740f24312a1c,,Postal Address,St. Helier,Parish,,,,,,Listed building,Government of Jersey,HE0948,,,,7-11,,"7-11, Don Street",,0400948,GEOMETRYCOLLECTION (POINT (-2.105832 49.184661)),,,
505af900-116c-0138-914f-740f24312a1c,,Postal Address,St. Brelade,Parish,,,,,,Listed building,Government of Jersey,BR0223,,,,Milestone 'B3',,"Milestone 'B3', La Route de la Haule",,0100223,GEOMETRYCOLLECTION (POINT (-2.160111 49.195506)),,,
296c4d10-1168-0138-9134-740f24312a1c,Archaeological Evaluation,Postal Address,St. Saviour,Parish,,"Absolute Archaeology was commissioned by Sara Marsh Architects to undertake an archaeological investigation including a test pit evaluation and watching brief. The Project Site had been extremely landscaped in 19th century, possibly during the development of the property. Areas of the garden were made up and levelled with imported material containing residual ceramic forms dating 18th-20th century along with four flint objects and a Denier Tournois Coin of Louis XIII of France dated 1610. There was no evidence to support the location of the ruin of the Chapel de St Maur on the Project site which had been attached to a ruined structure southwest of the property.",Archaeological Evaluation,,,Listed building,Government of Jersey,SA0071,,,,Ponterrin Villa,,"Ponterrin Villa, La Rue du Ponterrin",,1100071,GEOMETRYCOLLECTION (POINT (-2.072943 49.209806)),,,
84d62fb0-1168-0138-913a-740f24312a1c,,Postal Address,Grouville,Parish,,,,,,Listed building,Government of Jersey,GR0054,,,Richmond Map,Carrefour au Clercq Farm,,"Carrefour au Clercq Farm, La Route de la Hougue Bie",,0300054,GEOMETRYCOLLECTION (POINT (-2.053679 49.201789)),,,
0bd66a80-116c-0138-9146-740f24312a1c,,Postal Address,St. Lawrence,Parish,,,,,,Listed building,Government of Jersey,LA0157,,,Richmond Map,Highlands de Bas Farm,,"Highlands de Bas Farm, La Grande Route de St Laurent",,0600157,GEOMETRYCOLLECTION (POINT (-2.137161 49.21582)),,,
84d80a60-1168-0138-913a-740f24312a1c,,Postal Address,Grouville,Parish,,,,,,Listed building,Government of Jersey,GR0115/GR0256,,,,La Mielle Farm,,"La Mielle Farm, La Grande Route des Sablons",,0300115,GEOMETRYCOLLECTION (POINT (-2.035576 49.180998)),,,
