ResourceID,Name,Place Name,Dimensions Weight,Address Type,Measurement Type,External Source,External Identifier Type,Spatial Accuracy Type,Folio_No,Finder,End Date Precision Type,Conservation,Place Address,Administrative Subdivision Type,Recovery Method,Spatial Coordinates Geometry,Image,Material,Start Date Type,Condition Type,Primary Reference Number,Manufacture Method,Artefact Description,Archaeological Period From,Measurement Unit,Place Description,Surface Treatment,Subsequent Action,Discovery Date,Start Date Precision Type,Name Type,Place Type,End Date Type,Land Use,Cadastral Reference,Spatial Metadata Note,Record Type,Administrative Subdivision Name,Archaeological Period To,Depth of Discovery,Secondary Material,Completeness
754e938e-fb6d-11eb-8701-0275d4869ef4,,Green Island Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
