ResourceID,Administrative Subdivision Type,External Identifier Type,End Date of Existence,Place Description,End Date Type,Description Type,Place Address,Activity Type,Spatial Coordinates Geometry,Address Type,Keyword,Name Type,Administrative Subdivision Name,Description,To Date,Start Date Type,Name,Primary Reference Number,From Date,Geometry Qualifier,Start Date of Existence,External Source,External XRef,Cadastral Reference
468e8f70-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"Folly Farm, La Rue des Buttes",,GEOMETRYCOLLECTION (POINT (-2.143658 49.241144)),Postal Address,Richmond Map,,St. John,,,,Folly Farm,0500148,,,,Government of Jersey,JN0148,
8b70a810-1498-0138-c570-740f24312a1c,Parish,,,,,,Site of coin finds,,GEOMETRYCOLLECTION (POINT (-2.093522 49.174493)),,,,St. Clement,,,,Site of coin finds,0200191,,,,,,
0bda18e0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"St. Lawrence Parish Church, La Grande Route de St Laurent",,GEOMETRYCOLLECTION (POINT (-2.141688 49.214632)),Postal Address,"Richmond Map,Place of Worship",,St. Lawrence,,,,St. Lawrence Parish Church,0600197,,,,Government of Jersey,LA0197,
0bd495c0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"La Fantaisie, Le Mont Cambrai",,GEOMETRYCOLLECTION (POINT (-2.143808 49.20142)),Postal Address,,,St. Lawrence,,,,La Fantaisie,0600097,,,,Government of Jersey,LA0097,
468f71a0-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"Beau Reveil, La Route des Issues",,GEOMETRYCOLLECTION (POINT (-2.130601 49.244231)),Postal Address,,,St. John,,,,Beau Reveil,0500169,,,,Government of Jersey,JN0169,
04691210-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"43a, Great Union Road",,GEOMETRYCOLLECTION (POINT (-2.106976 49.189026)),Postal Address,,,St. Helier,,,,43a,0401015,,,,Government of Jersey,HE1015,
062449e0-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Le Cotil, La Rue St Julien",,GEOMETRYCOLLECTION (POINT (-2.048244 49.207155)),Postal Address,Richmond Map,,St. Martin,,,,Le Cotil,0700268,,,,Government of Jersey,MN0268,
04737620-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"3-4 Queen's Road Terrace, Queen's Road",,GEOMETRYCOLLECTION (POINT (-2.109064 49.193238)),Postal Address,,,St. Helier,,,,3-4 Queen's Road Terrace,0401328,,,,Government of Jersey,HE1328/HE1329,
5054a7e0-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Milestone 'B7', Le Mont de la Pulente",,GEOMETRYCOLLECTION (POINT (-2.225963 49.187093)),Postal Address,,,St. Brelade,,,,Milestone 'B7',0100081,,,,Government of Jersey,BR0081,
04526c30-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"6, The Parade",,GEOMETRYCOLLECTION (POINT (-2.110001 49.186254)),Postal Address,Mill,,St. Helier,,,,6,0400378,,,,Government of Jersey,HE0378,
f159de40-1168-0138-9140-740f24312a1c,Parish,Listed building,,,,,"Woodlands, La Verte Rue",,GEOMETRYCOLLECTION (POINT (-2.164291 49.237781)),Postal Address,Richmond Map,,St. Mary ,,,,Woodlands,0800132,,,,Government of Jersey,MY0132,
184d9d6c-8640-11eb-8701-0275d4869ef4,Parish,,,,,Archaeological Excavation,22 Hue Street,Archaeological Excavation,GEOMETRYCOLLECTION (POINT (-2.108362 49.186196)),Postal Address,,,St. Helier,"This site was excavated as part of archaeological fieldwork in the town of St Helier, led by Margaret Finlaison in the 1970s-1990s. The investigations were written up in a report by Charlotte Hotton in 1996.  Two trenches and one excavation were opened in 1976 at 22 and 24 Hue Street (0401166). This was the under the site of a small petrol station which was converted from a 19th century cottage. An 18th century cottage and cobbled yard built between 1710 and 1730 was found. The date was interpreted from the date of clay pipes in the wall and the site was marked on the 1737 map. Another building dating to 15th/16th century was found lying half under the road this relates to work undertaken at 31 Union Street (0401164). ",1976,,22 Hue Street,0401170,1976,,,,,
fc7e5bf0-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"The Elms, La Rue des Côsnets",,GEOMETRYCOLLECTION (POINT (-2.226722 49.245668)),Postal Address,,,St. Ouen,,,,The Elms,0900040,,,,Government of Jersey,OU0040,
fc845680-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"Les Huriaux, La Rue de la Devise",,GEOMETRYCOLLECTION (POINT (-2.2394 49.249294)),Postal Address,Richmond Map,,St. Ouen,,,,Les Huriaux,0900079,,,,Government of Jersey,OU0079,
04664470-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"58, David Place",,GEOMETRYCOLLECTION (POINT (-2.103694 49.190266)),Postal Address,,,St. Helier,,,,58,0400936,,,,Government of Jersey,HE0936,
84d61a10-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Transvaal , La Rue de Fauvic",,GEOMETRYCOLLECTION (POINT (-2.034521 49.177732)),Postal Address,,,Grouville,,,,Transvaal ,0300052,,,,Government of Jersey,GR0052,
045a3a80-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"59, Great Union Road",,GEOMETRYCOLLECTION (POINT (-2.10722 49.189538)),Postal Address,,,St. Helier,,,,59,0400593,,,,Government of Jersey,HE0593,
84dfae20-1168-0138-913a-740f24312a1c,Parish,,,,,,"Le Coin Farmhouse, Les Fonds de Longueville",,GEOMETRYCOLLECTION (POINT (-2.069499 49.177112)),Postal Address,Richmond Map,,Grouville,,,,Le Coin Farmhouse,0300287,,,,,,
f1562b90-1168-0138-9140-740f24312a1c,Parish,Listed building,,,,,"La Tenue, La Rue de la Vallée",,GEOMETRYCOLLECTION (POINT (-2.168629 49.229307)),Postal Address,Richmond Map,,St. Mary ,,,,La Tenue,0800043,,,,Government of Jersey,MY0043,
f157b860-1168-0138-9140-740f24312a1c,Parish,Listed building,,,,,"La Grande Rue, La Grande Rue",,GEOMETRYCOLLECTION (POINT (-2.165215 49.244111)),Postal Address,Richmond Map,,St. Mary ,,,,La Grande Rue,0800080,,,,Government of Jersey,MY0080,
4692e680-116c-0138-9149-740f24312a1c,Parish,,,,,,"Brookvale, La Rue du Pont",,GEOMETRYCOLLECTION (POINT (-2.126168 49.23574)),Postal Address,,,St. John,,,,Brookvale,0500265,,,,,,
4690dc90-116c-0138-9149-740f24312a1c,Parish,,,,,,"Canada Cottage, La Rue de Servais",,GEOMETRYCOLLECTION (POINT (-2.116435 49.222638)),Postal Address,,,St. John,,,,Canada Cottage,0500216,,,,,,
0628bab0-116c-0138-9143-740f24312a1c,Parish,,,,,,"Site of paved oyster beds, 1835",,GEOMETRYCOLLECTION (POINT (-2.023972 49.197587)),,,,St. Martin,,,,"Site of paved oyster beds, 1835",0700325,,,,,,
2eee8d20-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"La Ronde Cheminee, La Rue des Vignes",,GEOMETRYCOLLECTION (POINT (-2.177484 49.206547)),Postal Address,,,St. Peter,,,,La Ronde Cheminee,1000105,,,,Government of Jersey,PE0105,
0478f4f0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"33, St Saviour's Road",,GEOMETRYCOLLECTION (POINT (-2.098574 49.185109)),Postal Address,,,St. Helier,,,,33,0401522,,,,Government of Jersey,HE1522,
468abec0-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"Le Pont Farm, La Rue du Pont",,GEOMETRYCOLLECTION (POINT (-2.129986 49.237306)),Postal Address,Richmond Map,,St. John,,,,Le Pont Farm,0500057,,,,Government of Jersey,JN0057,
fc84f0e0-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"St Ouen's Mill, La Rue de la Campagne",,GEOMETRYCOLLECTION (POINT (-2.210529 49.226173)),Postal Address,"Mill,German Occupation",,St. Ouen,,,,St Ouen's Mill,0900130,,,,Government of Jersey,OU0130,
29715110-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Les Pigneaux Farm , Prince's Tower Road",,GEOMETRYCOLLECTION (POINT (-2.068483 49.198666)),Postal Address,Richmond Map,,St. Saviour,,,,Les Pigneaux Farm ,1100228,,,,Government of Jersey,SA0228/SA0309/SA0310,
04713c70-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"10, Oxford Road",,GEOMETRYCOLLECTION (POINT (-2.100632 49.188163)),Postal Address,,,St. Helier,,,,10,0401256,,,,Government of Jersey,HE1256,
0475d720-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"48, Rouge Bouillon",,GEOMETRYCOLLECTION (POINT (-2.108779 49.192279)),Postal Address,,,St. Helier,,,,48,0401397,,,,Government of Jersey,HE1397,
0482cd30-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Post Box No 16, Trinity Road",,GEOMETRYCOLLECTION (POINT (-2.10026 49.194461)),Postal Address,,,St. Helier,,,,Post Box No 16,0401923,,,,Government of Jersey,HE1923,
468f9700-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"Le Marinel Farm, Les Chenolles",,GEOMETRYCOLLECTION (POINT (-2.133529 49.24094)),Postal Address,Richmond Map,,St. John,,,,Le Marinel Farm,0500173,,,,Government of Jersey,JN0173,
2ef79c00-1168-0138-9137-740f24312a1c,Parish,,,,,Archaeological Evaluation,"Cargo Centre, L'Avenue de la Commune",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.195064 49.202936)),Postal Address,,,St. Peter,Archaeology South-East were commissioned by Ramboll UK Ltd to assess the Geoarchaeological potential of the proposed site of a new Cargo Terminal at Jersey Airport. The assessment concluded that there may be archaeological and geoarchaeological potential as the site preserves Quaternary deposits. ,,,Cargo Centre,1000316.1,,,,,,
0444fa70-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"10, Bath Street",,GEOMETRYCOLLECTION (POINT (-2.103139 49.184171)),Postal Address,,,St. Helier,,,,10,0400026,,,,Government of Jersey,HE0026,
b369b9d0-149f-0138-c579-740f24312a1c,Parish,Listed building,,,,,"Les Champs Clairs, La Rue ès Canons",,GEOMETRYCOLLECTION (POINT (-2.104991 49.222618)),Postal Address,Richmond Map,,Trinity,,,,Les Champs Clairs,1200211,,,,Government of Jersey,TR0211,
046aaf60-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"17, Halkett Place",,GEOMETRYCOLLECTION (POINT (-2.104945 49.184398)),Postal Address,,,St. Helier,,,,17,0401057,,,,Government of Jersey,HE1057,
cf76e990-3afe-0138-16a4-740f24312a1c,Parish,Listed building,,,,,"79, Stopford Road",,GEOMETRYCOLLECTION (POINT (-2.097727 49.189967)),Postal Address,,,St. Saviour,,,,79,1100265,,,,Government of Jersey,SA0265,
296abef0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"3 Lansdowne Villas, Dicq Road",,GEOMETRYCOLLECTION (POINT (-2.095762 49.178223)),Postal Address,,,St. Saviour,,,,3 Lansdowne Villas,1100028,,,,Government of Jersey,SA0028,
0bd5b130-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Belle Greve, La Rue de Haut",,GEOMETRYCOLLECTION (POINT (-2.139707 49.199882)),Postal Address,,,St. Lawrence,,,,Belle Greve,0600135,,,,Government of Jersey,LA0135,
047487a0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Beach Lodge, Roseville Street",,GEOMETRYCOLLECTION (POINT (-2.10108 49.178624)),Postal Address,,,St. Helier,,,,Beach Lodge,0401361,,,,Government of Jersey,HE1361,
fc8bc410-149c-0138-c576-740f24312a1c,Parish,,,,,,"La Maison du Coin, La Rue du Coin",,GEOMETRYCOLLECTION (POINT (-2.201646 49.219368)),Postal Address,,,St. Ouen,,,,La Maison du Coin,0900336,,,,,,
04627db0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Royal Yacht Hotel, Caledonia Place",,GEOMETRYCOLLECTION (POINT (-2.107604 49.182782)),Postal Address,,,St. Helier,,,,Royal Yacht Hotel,0400835,,,,Government of Jersey,HE0835,
8b6f0e20-1498-0138-c570-740f24312a1c,Parish,Listed building,,,,,"Post Box No.129, La Grande Route de St. Clement",,GEOMETRYCOLLECTION (POINT (-2.083543 49.174268)),Postal Address,,,St. Clement,,,,Post Box No.129,0200140,,,,Government of Jersey,CL0140,
046769d0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"115, Don Road",,GEOMETRYCOLLECTION (POINT (-2.095821 49.180256)),Postal Address,,,St. Helier,,,,115,0400969,,,,Government of Jersey,HE0969,
468c29b0-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"The Woods, La Route des Issues",,GEOMETRYCOLLECTION (POINT (-2.120564 49.240221)),Postal Address,,,St. John,,,,The Woods,0500090,,,,Government of Jersey,JN0090,
84da57f0-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Rosedale , Gorey Village Main Road",,GEOMETRYCOLLECTION (POINT (-2.032136 49.197125)),Postal Address,Richmond Map,,Grouville,,,,Rosedale ,0300192,,,,Government of Jersey,GR0192/GR0232/GR0233,
047f5740-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"13, Commercial Buildings",,GEOMETRYCOLLECTION (POINT (-2.109163 49.179786)),Postal Address,,,St. Helier,,,,13,0401715,,,,Government of Jersey,HE1715,
2eebb210-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"Treoville, La Rue de la Hague",,GEOMETRYCOLLECTION (POINT (-2.175558 49.211297)),Postal Address,Richmond Map,,St. Peter,,,,Treoville,1000032,,,,Government of Jersey,PE0032,
fc7e45b0-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"East Lynne, La Rue Freule",,GEOMETRYCOLLECTION (POINT (-2.230915 49.244664)),Postal Address,,,St. Ouen,,,,East Lynne,0900038,,,,Government of Jersey,OU0038,
505415f0-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Old Smugglers Inn, Le Mont du Ouaisné",,GEOMETRYCOLLECTION (POINT (-2.183383 49.176236)),Postal Address,Richmond Map,,St. Brelade,,,,Old Smugglers Inn,0100067,,,,Government of Jersey,BR0067,
04772e30-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Lavoir & Abreuvoir , La Route de St Aubin",,GEOMETRYCOLLECTION (POINT (-2.135451 49.198145)),Postal Address,,,St. Helier,,,,Lavoir & Abreuvoir ,0401440,,,,Government of Jersey,HE1440,
f158eff0-1168-0138-9140-740f24312a1c,Parish,Listed building,,,,,"Les Colombiers Manor, La Rue du Rondin",,GEOMETRYCOLLECTION (POINT (-2.185711 49.240459)),Postal Address,"Manor House,Richmond Map",,St. Mary ,,,,Les Colombiers Manor,0800109,,,,Government of Jersey,MY0109/MY0110,
04792440-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"53, St Saviour's Road",,GEOMETRYCOLLECTION (POINT (-2.09811 49.185737)),Postal Address,,,St. Helier,,,,53,0401528,,,,Government of Jersey,HE1528,
047846a0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"3, St Mark's Road",,GEOMETRYCOLLECTION (POINT (-2.102973 49.189854)),Postal Address,,,St. Helier,,,,3,0401494,,,,Government of Jersey,HE1494,
297449b0-1168-0138-9134-740f24312a1c,Parish,,,,,,"La Grande Masse, Field S761",,GEOMETRYCOLLECTION (POINT (-2.082309 49.186077)),Field Number,,,St. Saviour,,,,La Grande Masse,1100251,,,,,,
29703530-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"La Guilleaumerie Cottage, La Rue de la Guilleaumerie",,GEOMETRYCOLLECTION (POINT (-2.075318 49.213951)),Postal Address,Richmond Map,,St. Saviour,,,,La Guilleaumerie Cottage,1100190,,,,Government of Jersey,SA0190,
0459f290-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"16, Grosvenor Street",,GEOMETRYCOLLECTION (POINT (-2.097981 49.183981)),Postal Address,,,St. Helier,,,,16,0400587,,,,Government of Jersey,HE0587,
f15a81a0-1168-0138-9140-740f24312a1c,Parish,Area of Archaeological Potential,,,,,"Petites Clos de la Hougue, Field MY297",,GEOMETRYCOLLECTION (POINT (-2.172667 49.244116)),Field Number,,,St. Mary ,,,,Petites Clos de la Hougue,0800148,,,,Government of Jersey,MY0148,
29724eb0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Goodlands, Bagatelle Road",,GEOMETRYCOLLECTION (POINT (-2.085894 49.1925)),Postal Address,,,St. Saviour,,,,Goodlands,1100279,,,,Government of Jersey,SA0279,
84d41c20-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Le Boulivot, La Rue du Boulivot",,GEOMETRYCOLLECTION (POINT (-2.065028 49.191063)),Postal Address,Richmond Map,,Grouville,,,,Le Boulivot,0300001,,,,Government of Jersey,GR0001,
046fee10-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,Archaeological Evaluation,"Fishermans Cottage, Mount Bingham",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.106626 49.176152)),Postal Address,Richmond Map,,St. Helier,An archaeological survey and watching brief was undertaken by Waterhouse on The Fisherman's Cottage commissioned by the Parish of St Helier. The results showed that the cottage had been built in the mid-18th century and has three principal phases. ,,,Fishermans Cottage,0401218,,,,Government of Jersey,HE1218,
29705dd0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Val Feuillu Farm, Le Rue de la Hambye",,GEOMETRYCOLLECTION (POINT (-2.055834 49.204146)),Postal Address,Richmond Map,,St. Saviour,,,,Val Feuillu Farm,1100194,,,,Government of Jersey,SA0194,
061c94a0-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Spring Villa, La Ruette de Faldouet",,GEOMETRYCOLLECTION (POINT (-2.032775 49.203947)),Postal Address,,,St. Martin,,,,Spring Villa,0700032,,,,Government of Jersey,MN0032,
2ef4ea90-1168-0138-9137-740f24312a1c,Parish,Area of Archaeological Potential,,,,,"Clos de la Hougue, Field P393",,GEOMETRYCOLLECTION (POINT (-2.183165 49.226217)),Field Number,,,St. Peter,,,,Clos de la Hougue,1000265,,,,Government of Jersey,PE0265,
296c0330-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Blampied House, Norcott Road",,GEOMETRYCOLLECTION (POINT (-2.088186 49.179603)),Postal Address,,,St. Saviour,,,,Blampied House,1100063,,,,Government of Jersey,SA0063,
f15d2a90-1168-0138-9140-740f24312a1c,Parish,,,,,,"Site of Catel Battery, Le Chemin du Catel",,GEOMETRYCOLLECTION (POINT (-2.198861 49.247198)),Postal Address,Coastal Fortification,,St. Mary,,,,Site of Catel Battery,0800225,,,,,,
0479ad00-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"9, Seale Street",,GEOMETRYCOLLECTION (POINT (-2.110058 49.185737)),Postal Address,Richmond Map,,St. Helier,,,,9,0401543,,,,Government of Jersey,HE1543,
0bd976d0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"St. Lawrence Arsenal , La Grande Route de St Laurent",,GEOMETRYCOLLECTION (POINT (-2.141277 49.215692)),Postal Address,Coastal Fortification,,St. Lawrence,,,,St. Lawrence Arsenal ,0600120,,,,Government of Jersey,LA0120,
296aea30-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"1-2 Rochebey, La Route du Fort",,GEOMETRYCOLLECTION (POINT (-2.098018 49.1791)),Postal Address,,,St. Saviour,,,,1-2 Rochebey,1100032,,,,Government of Jersey,"SA0032, SA0041",
04883480-149c-0138-c573-740f24312a1c,Parish,,,,,Archaeological Evaluation & Building Survey (archaeological),"Former Jersey Gasworks, Gas Place",Archaeological Evaluation & Building Survey (archaeological),GEOMETRYCOLLECTION (POINT (-2.101056 49.187617)),Postal Address,,,St. Helier,"Museum of London Archaeology (MOLA) was commissioned by VHE Construction plc to undertake a watching brief at the former Jersey Gasworks as the site was converted from car parks into a recreational space. The results represented a continuous history of town gas production and were therefore significant. Across the site archaeological deposits and structural features were primarily associated with the Jersey Gasworks (1830s - 1990s). Areas of the gasworks' wall survived and MOLA undertook a standing building survey report of the remains. Other remains related to the gasworks included gas holders, tar tanks and ancillary buildings. Two hearths were also discovered at the west of the site and predate the gasworks and houses on David Place and are pre-19th century. Heated limpets were found in one hearth suggesting small scale industrial features which may be associated to lime production. ",,,Former Jersey Gasworks,0400997,,,,,,
04848f30-149c-0138-c573-740f24312a1c,Parish,,,,,,"Site of Tekel Lodge, Le Mont Cochon",,GEOMETRYCOLLECTION (POINT (-2.128905 49.196516)),Postal Address,,,St. Helier,,,,Site of Tekel Lodge,0400337,,,,,,
0bdb5900-116c-0138-9146-740f24312a1c,Parish,,,,,,"Site of Mainland, Le Clos du Val",,GEOMETRYCOLLECTION (POINT (-2.149379 49.200707)),Postal Address,,,St. Lawrence,,,,Site of Mainland,0600165,,,,,,
0445b080-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"4, Beresford Street",,GEOMETRYCOLLECTION (POINT (-2.104119 49.185407)),Postal Address,,,St. Helier,,,,4,0400044,,,,Government of Jersey,HE0044,
fc87a040-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"La Vieux Menage, La Rue de la Ville au Neveu",,GEOMETRYCOLLECTION (POINT (-2.189309 49.235623)),Postal Address,Richmond Map,,St. Ouen,,,,La Vieux Menage,0900259,,,,Government of Jersey,OU0259,
04745d80-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Warehouse, Robin Place",,GEOMETRYCOLLECTION (POINT (-2.102051 49.187187)),Postal Address,,,St. Helier,,,,Warehouse,0401357,,,,Government of Jersey,HE1357,
fc8569d0-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"Water Pump, La Route de la Villaise",,GEOMETRYCOLLECTION (POINT (-2.235211 49.241075)),Postal Address,,,St. Ouen,,,,Water Pump,0900170,,,,Government of Jersey,OU0170,
50521d60-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Abreuvoir/Lavoir, La Rue des Sauvalleries",,GEOMETRYCOLLECTION (POINT (-2.191911 49.200113)),Postal Address,,,St. Brelade,,,,Abreuvoir/Lavoir,0100021,,,,Government of Jersey,BR0021,
fc825730-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"Le Menage es Feuvres, La Route des Landes",,GEOMETRYCOLLECTION (POINT (-2.235115 49.249201)),Postal Address,Richmond Map,,St. Ouen,,,,Le Menage es Feuvres,0900174,,,,Government of Jersey,OU0174,
0bd81370-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Villa Donna, La Route de St Aubin",,GEOMETRYCOLLECTION (POINT (-2.137648 49.198405)),Postal Address,,,St. Lawrence,,,,Villa Donna,0600228,,,,Government of Jersey,LA0228,
8b6d0430-1498-0138-c570-740f24312a1c,Parish,Listed building,,,,,"Les Tours, La Grande Route de St. Clement",,GEOMETRYCOLLECTION (POINT (-2.044454 49.175151)),Postal Address,Place of Worship,,St. Clement,,,,Les Tours,0200088,,,,Government of Jersey,CL0088,
84e03b60-1168-0138-913a-740f24312a1c,Parish,,,,,,"Lavoir, Pres du Douet",,GEOMETRYCOLLECTION (POINT (-2.032956 49.195556)),Postal Address,,,Grouville,,,,Lavoir,0300302,,,,,,
0620f5a0-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Elsingham Farm, La Rue de la Fosse à Grès",,GEOMETRYCOLLECTION (POINT (-2.050044 49.222039)),Postal Address,,,St. Martin,,,,Elsingham Farm,0700144,,,,Government of Jersey,MN0144,
84de18d0-1168-0138-913a-740f24312a1c,Parish,,,,,,"Les Ruettes, La Rue du Coin",,GEOMETRYCOLLECTION (POINT (-2.06932 49.175839)),Postal Address,,,Grouville,,,,Les Ruettes,0300271,,,,,,
046b17f0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"3-4 , Hampton Place",,GEOMETRYCOLLECTION (POINT (-2.110356 49.188825)),Postal Address,,,St. Helier,,,,3-4 ,0401072,,,,Government of Jersey,HE1072,
296d7e00-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"La Petit Jardin, La Rue St Thomas",,GEOMETRYCOLLECTION (POINT (-2.075263 49.187088)),Postal Address,Richmond Map,,St. Saviour,,,,La Petit Jardin,1100099,,,,Government of Jersey,SA0099,
0629d7d0-116c-0138-9143-740f24312a1c,Parish,,,,,Fieldwalking Survey,"Lithic Scatter, Field MN76",Fieldwalking Survey,GEOMETRYCOLLECTION (POINT (-2.051119 49.234792)),Field Number,,,St. Martin,A fieldwalking survey was undertaken on 30th September 1983. ,,,Lithic Scatter,0700369,,,,,,
04570410-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"11, Victoria Street",,GEOMETRYCOLLECTION (POINT (-2.103903 49.18893)),Postal Address,,,St. Helier,,,,11,0400501,,,,Government of Jersey,HE0501,
0623cde0-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Le Pavillion, La Rue du Pavilion ",,GEOMETRYCOLLECTION (POINT (-2.039754 49.219699)),Postal Address,Richmond Map,,St. Martin,,,,Le Pavillion,0700251,,,,Government of Jersey,MN0251,
50630c00-116c-0138-914f-740f24312a1c,Parish,,,,,,"Artefact Scatter Area, Field B580",,GEOMETRYCOLLECTION (POINT (-2.210442 49.181675)),Field Number,,,St. Brelade,,,,Artefact Scatter Area,0100429,,,,,,
0454e640-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"19, Royal Square",,GEOMETRYCOLLECTION (POINT (-2.105061 49.183926)),Postal Address,Richmond Map,,St. Helier,,,,19,0400448,,,,Government of Jersey,HE0448,
5055b010-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Warren Farm, Le Chemin de Noirmont",,GEOMETRYCOLLECTION (POINT (-2.171741 49.174291)),Postal Address,Richmond Map,,St. Brelade,,,,Warren Farm,0100102,,,,Government of Jersey,BR0102,
0446d260-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"28, Burrard Street",,GEOMETRYCOLLECTION (POINT (-2.105825 49.186064)),Postal Address,,,St. Helier,,,,28,0400073,,,,Government of Jersey,HE0073,
2ef53870-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"Fontaine, La Rue des Sapins",,GEOMETRYCOLLECTION (POINT (-2.182769 49.21967)),Postal Address,,,St. Peter,,,,Fontaine,1000281,,,,Government of Jersey,PE0281,
2eed70d0-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"The Manse, La Grande Route de St Pierre",,GEOMETRYCOLLECTION (POINT (-2.186356 49.217576)),Postal Address,,,St. Peter,,,,The Manse,1000076,,,,Government of Jersey,PE0076,
2eed2e80-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"The Old Rectory, La Rue du Vieux Presbytère",,GEOMETRYCOLLECTION (POINT (-2.18476 49.218396)),Postal Address,Richmond Map,,St. Peter,,,,The Old Rectory,1000069,,,,Government of Jersey,PE0069/PE0245,
0466be80-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"7-11, Don Street",,GEOMETRYCOLLECTION (POINT (-2.105832 49.184661)),Postal Address,,,St. Helier,,,,7-11,0400948,,,,Government of Jersey,HE0948,
296c4d10-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,Archaeological Evaluation,"Ponterrin Villa, La Rue du Ponterrin",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.072943 49.209806)),Postal Address,,,St. Saviour,"Absolute Archaeology was commissioned by Sara Marsh Architects to undertake an archaeological investigation including a test pit evaluation and watching brief. The Project Site had been extremely landscaped in 19th century, possibly during the development of the property. Areas of the garden were made up and levelled with imported material containing residual ceramic forms dating 18th-20th century along with four flint objects and a Denier Tournois Coin of Louis XIII of France dated 1610. There was no evidence to support the location of the ruin of the Chapel de St Maur on the Project site which had been attached to a ruined structure southwest of the property.",,,Ponterrin Villa,1100071,,,,Government of Jersey,SA0071,
