ResourceID,Administrative Subdivision Type,External Identifier Type,End Date of Existence,Place Description,End Date Type,Description Type,Place Address,Activity Type,Spatial Coordinates Geometry,Address Type,Keyword,Name Type,Administrative Subdivision Name,Description,To Date,Start Date Type,Name,Primary Reference Number,From Date,Geometry Qualifier,Start Date of Existence,External Source,External XRef,Cadastral Reference
0bdabb40-116c-0138-9146-740f24312a1c,Parish,Listed place,,,,,"Coronation Park , La Route de St Aubin",,GEOMETRYCOLLECTION (POINT (-2.14074 49.197667)),Postal Address,,,St. Lawrence,,,,Coronation Park ,0600274,,,,Government of Jersey,LA0274,
505c7020-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Resistance Nest La Carriere, La Carriere Point",,GEOMETRYCOLLECTION (POINT (-2.226001 49.193485)),Postal Address,German Occupation,,St. Brelade,,,,Resistance Nest La Carriere,0100262,,,,Government of Jersey,BR0262,
84e07be0-1168-0138-913a-740f24312a1c,Parish,,,,,,"Site of Le Moulin de Haut, Queen's Valley Reservoir",,GEOMETRYCOLLECTION (POINT (-2.04379 49.198832)),Postal Address,Mill,,Grouville,,,,Site of Le Moulin de Haut,0300309,,,,,,
06236630-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Le Rocher, Le Mont de la Mare St Catherine",,GEOMETRYCOLLECTION (POINT (-2.035226 49.217297)),Postal Address,,,St. Martin,,,,Le Rocher,0700238,,,,Government of Jersey,MN0238,
044f9270-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"79, King Street",,GEOMETRYCOLLECTION (POINT (-2.108614 49.184882)),Postal Address,Richmond Map,,St. Helier,,,,79,0400299,,,,Government of Jersey,HE0299,
50535c40-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Les Gres, Le Mont du Ouaisné",,GEOMETRYCOLLECTION (POINT (-2.17481 49.176188)),Postal Address,Richmond Map,,St. Brelade,,,,Les Gres,0100049,,,,Government of Jersey,BR0049,
04608880-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"45, Aquila Road",,GEOMETRYCOLLECTION (POINT (-2.108577 49.190079)),Postal Address,,,St. Helier,,,,45,0400783,,,,Government of Jersey,HE0783,
0bd15250-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Melbourne, La Route de St Aubin",,GEOMETRYCOLLECTION (POINT (-2.14068 49.198799)),Postal Address,,,St. Lawrence,,,,Melbourne,0600013,,,,Government of Jersey,LA0013,
fc8b1950-149c-0138-c576-740f24312a1c,Parish,,,,,,The Spanish Ships,,GEOMETRYCOLLECTION (POINT (-2.235633 49.221995)),,,,St. Ouen,,,,The Spanish Ships,0900318,,,,,,
0bd54860-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"St. Lawrence Stores & Westbourne House, La Grande Route de St Laurent",,GEOMETRYCOLLECTION (POINT (-2.141044 49.214065)),Postal Address,,,St. Lawrence,,,,St. Lawrence Stores & Westbourne House,0600119,,,,Government of Jersey,LA0119,
2ef2d0c0-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"Havelet Farm, La Rue des Vignes",,GEOMETRYCOLLECTION (POINT (-2.173768 49.200974)),Postal Address,Richmond Map,,St. Peter,,,,Havelet Farm,1000247,,,,Government of Jersey,PE0247,
046756d0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"99, Don Road",,GEOMETRYCOLLECTION (POINT (-2.096552 49.180642)),Postal Address,,,St. Helier,,,,99,0400967,,,,Government of Jersey,HE0967,
84d87c90-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Gouray Lodge, Le Mont de Gouray",,GEOMETRYCOLLECTION (POINT (-2.031466 49.1993)),Postal Address,Richmond Map,,Grouville,,,,Gouray Lodge,0300136,,,,Government of Jersey,GR0136,
2ef0b790-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"Ashley House, La Rue des Landes",,GEOMETRYCOLLECTION (POINT (-2.180872 49.203989)),Postal Address,,,St. Peter,,,,Ashley House,1000188,,,,Government of Jersey,PE0188,
84d4b690-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Les Champs, La Rue du Champ",,GEOMETRYCOLLECTION (POINT (-2.050762 49.182241)),Postal Address,Richmond Map,,Grouville,,,,Les Champs,0300013,,,,Government of Jersey,GR0013,
fc7f0b50-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"Grantez House, La Rue de Grantez",,GEOMETRYCOLLECTION (POINT (-2.215444 49.232658)),Postal Address,,,St. Ouen,,,,Grantez House,0900059,,,,Government of Jersey,OU0059,
f1546020-1168-0138-9140-740f24312a1c,Parish,Listed building,,,,,"Meadowside, La Rue Blouin",,GEOMETRYCOLLECTION (POINT (-2.163635 49.235498)),Postal Address,Richmond Map,,St. Mary,,,,Meadowside,0800004,,,,Government of Jersey,MY0004,
84d7a2b0-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Central House, La Rue à Don",,GEOMETRYCOLLECTION (POINT (-2.050485 49.183373)),Postal Address,Richmond Map,,Grouville,,,,Central House,0300102,,,,Government of Jersey,GR0102,
04582520-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"16, Belmont Road",,GEOMETRYCOLLECTION (POINT (-2.101633 49.186588)),Postal Address,,,St. Helier,,,,16,0400532,,,,Government of Jersey,HE0532,
505eabf0-116c-0138-914f-740f24312a1c,Parish,,,,,,"Cardington Lodge, Le Mont du Boulevard",,GEOMETRYCOLLECTION (POINT (-2.169961 49.184796)),Postal Address,,,St. Brelade,,,,Cardington Lodge,0100320,,,,,,
0629f910-116c-0138-9143-740f24312a1c,Parish,,,,,,"Datestone '1832', La Route de St Catherine",,GEOMETRYCOLLECTION (POINT (-2.029899 49.218088)),Postal Address,,,St. Martin,,,,Datestone '1832',0700373,,,,,,
04791140-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"43, St Saviour's Road",,GEOMETRYCOLLECTION (POINT (-2.098347 49.185472)),Postal Address,,,St. Helier,,,,43,0401525,,,,Government of Jersey,HE1525,
04771ab0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"1-2 Gothic Villas, La Route de St Aubin",,GEOMETRYCOLLECTION (POINT (-2.123634 49.19258)),Postal Address,,,St. Helier,,,,1-2 Gothic Villas,0401438,,,,Government of Jersey,HE1438,
045d84e0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"30-32, St Mark's Road",,GEOMETRYCOLLECTION (POINT (-2.100838 49.19048)),Postal Address,,,St. Helier,,,,30-32,0400685,,,,Government of Jersey,HE0685/HE0698,
0482f370-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Post Box No 53, Le Mont Cochon",,GEOMETRYCOLLECTION (POINT (-2.129281 49.205876)),Postal Address,,,St. Helier,,,,Post Box No 53,0401927,,,,Government of Jersey,HE1927,
0462e980-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"20, La Chasse",,GEOMETRYCOLLECTION (POINT (-2.102908 49.182042)),Postal Address,,,St. Helier,,,,20,0400846,,,,Government of Jersey,HE0846,
29747500-1168-0138-9134-740f24312a1c,Parish,,,,,,"Site of St Luke's Railway Station, Beach Crescent",,GEOMETRYCOLLECTION (POINT (-2.096154 49.177635)),Postal Address,Railway,,St. Saviour,,,,Site of St Luke's Railway Station,1100261,,,,,,
2973c220-1168-0138-9134-740f24312a1c,Parish,,,,,,"Possible site of Chapelle de St Michel, Field S113",,GEOMETRYCOLLECTION (POINT (-2.070017 49.212271)),Field Number,Place of Worship,,St. Saviour,,,,Possible site of Chapelle de St Michel,1100021,,,,,,
0628a960-116c-0138-9143-740f24312a1c,Parish,,,,,,"Site of La Crête Guardhouse, La Route de la Côte",,GEOMETRYCOLLECTION (POINT (-2.022444 49.208398)),Postal Address,Coastal Fortification,,St. Martin,,,,Site of La Crête Guardhouse,0700315,,,,,,
29713bb0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"La Chasse, Prince's Tower Road",,GEOMETRYCOLLECTION (POINT (-2.070175 49.198412)),Postal Address,,,St. Saviour,,,,La Chasse,1100226,,,,Government of Jersey,SA0226,
29713240-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Le Ponterrin , La Rue du Ponterrin",,GEOMETRYCOLLECTION (POINT (-2.071739 49.209615)),Postal Address,,,St. Saviour,,,,Le Ponterrin ,1100224,,,,Government of Jersey,SA0224,
06259580-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,Archaeological Evaluation & Building Survey (archaeological),"Archirondel Cottage, La Route de la Côte",Archaeological Evaluation & Building Survey (archaeological),GEOMETRYCOLLECTION (POINT (-2.025563 49.211887)),Postal Address,German Occupation,,St. Martin,Absolute Archaeology were commissioned to undertake a watching brief and building survey. The watching brief results were negative and revealed a truncated compact silt deposit and a post-medieval landscape. ,,,Archirondel Cottage,0700069,,,,Government of Jersey,MN0069,
8b6d3890-1498-0138-c570-740f24312a1c,Parish,Listed building,,,,,"2 Beachleigh Cottages, La Grève d'Azette",,GEOMETRYCOLLECTION (POINT (-2.091542 49.175636)),Postal Address,,,St. Clement,,,,2 Beachleigh Cottages,0200093,,,,Government of Jersey,CL0093,
0bd38b90-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Ville au Veslet, La Rue Rouge Cul",,GEOMETRYCOLLECTION (POINT (-2.150313 49.221337)),Postal Address,Richmond Map,,St. Lawrence,,,,Ville au Veslet,0600069,,,,Government of Jersey,LA0069,
296ec030-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Cherry Grove , La Rue des Champs",,GEOMETRYCOLLECTION (POINT (-2.075956 49.187702)),Postal Address,,,St. Saviour,,,,Cherry Grove ,1100142,,,,Government of Jersey,SA0142,
0bdc81a0-116c-0138-9146-740f24312a1c,Parish,,,,,,"Site of Meadow Bank Stone, La Rue de la Ville Emphrie",,GEOMETRYCOLLECTION (POINT (-2.152937 49.208699)),Postal Address,Megalithic,,St. Lawrence,,,,Site of Meadow Bank Stone,0600284,,,,,,
469077b0-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"North Telephone Exchange, Le Chemin de Herupe",,GEOMETRYCOLLECTION (POINT (-2.116805 49.231791)),Postal Address,,,St. John,,,,North Telephone Exchange,0500198,,,,Government of Jersey,JN0198,
fc8cb180-149c-0138-c576-740f24312a1c,Parish,,,,,,Artefact Scatter Area,,GEOMETRYCOLLECTION (POINT (-2.221824 49.217136)),,,,St. Ouen,,,,Artefact Scatter Area,0900363,,,,,,
84df1790-1168-0138-913a-740f24312a1c,Parish,,,,,Geophysical Survey,Site of Russian Cemetery ,Geophysical Survey,GEOMETRYCOLLECTION (POINT (-2.036663 49.183589)),Postal Address,,,Grouville,The Société Jersiaise Archaeology section undertook a geophysical survey in advance of a building development on the site. There little or no contrast between the refilled grave plots and the natural sand. The results showed no traces of any graves. Graves that were discovered during the building work did not correlate with the survey results. ,,,Site of Russian Cemetery ,0300249,,,,,,
0bda63d0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Parish Boundary Stone, Victoria Avenue",,GEOMETRYCOLLECTION (POINT (-2.136966 49.196163)),Postal Address,,,St. Lawrence,,,,Parish Boundary Stone,0600242,,,,Government of Jersey,LA0242,
04699010-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Bas de la Corderie, Green Street",,GEOMETRYCOLLECTION (POINT (-2.104201 49.179054)),Postal Address,,,St. Helier,,,,Bas de la Corderie,0401027,,,,Government of Jersey,HE1027,
4691f610-116c-0138-9149-740f24312a1c,Parish,,,,,,"Datestone '1751', La Rue de l'Étocquet",,GEOMETRYCOLLECTION (POINT (-2.145601 49.247202)),Postal Address,,,St. John,,,,Datestone '1751',0500212,,,,,,
505cc060-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"Don Railway Bridge, La Route des Quennevais",,GEOMETRYCOLLECTION (POINT (-2.199005 49.19399)),Postal Address,Railway,,St. Brelade,,,,Don Railway Bridge,0100271,,,,Government of Jersey,BR0271,
468eeef0-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"La Grand Mourier House, La Rue du Grande Mourier",,GEOMETRYCOLLECTION (POINT (-2.148753 49.255386)),Postal Address,Richmond Map,,St. John,,,,La Grand Mourier House,0500157,,,,Government of Jersey,JN0157,
061c3c10-116c-0138-9143-740f24312a1c,Parish,,,,,,"Bel Air, La Rue Belin",,GEOMETRYCOLLECTION (POINT (-2.047071 49.220468)),Postal Address,,,St. Martin,,,,Bel Air,0700024,,,,,,
8b702110-1498-0138-c570-740f24312a1c,Parish,,,,,,Site of stone implements,,GEOMETRYCOLLECTION (POINT (-2.05724 49.167547)),,,,St. Clement,,,,Site of stone implements,0200173,,,,,,
8b6f3c80-1498-0138-c570-740f24312a1c,Parish,,,,,,Seawater Well,,GEOMETRYCOLLECTION (POINT (-2.093623 49.175374)),Intertidal,,,St. Clement,,,,Seawater Well,0200145,,,,,,
2ef7c470-1168-0138-9137-740f24312a1c,Parish,,,,,,"Site of Milestone 'P5', La Grande Route de St Pierre",,GEOMETRYCOLLECTION (POINT (-2.185984 49.217509)),Postal Address,,,St. Peter,,,,Site of Milestone 'P5',1000314,,,,,,
2eedba80-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"St Peter's Arsenal, La Rue des Landes",,GEOMETRYCOLLECTION (POINT (-2.180827 49.202094)),Postal Address,Coastal Fortification,,St. Peter,,,,St Peter's Arsenal,1000084,,,,Government of Jersey,PE0084,
06223ef0-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Houguemont, La Rue d'Aval",,GEOMETRYCOLLECTION (POINT (-2.037226 49.202087)),Postal Address,Richmond Map,,St. Martin,,,,Houguemont,0700186,,,,Government of Jersey,MN0186,
06280a60-116c-0138-9143-740f24312a1c,Parish,,,,,,"Site of guardhouse and fortifications, La Rue de la Coupe",,GEOMETRYCOLLECTION (POINT (-2.025841 49.232755)),Postal Address,"Richmond Map,Coastal Fortification",,St. Martin,,,,Site of guardhouse and fortifications,0700203,,,,,,
2ef1e0a0-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"Ivy House, La Ruelle ès Ruaux",,GEOMETRYCOLLECTION (POINT (-2.162235 49.19844)),Postal Address,,,St. Peter,,,,Ivy House,1000220,,,,Government of Jersey,PE0220,
5052ec90-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"2 Nevada, Le Mont les Vaux",,GEOMETRYCOLLECTION (POINT (-2.179362 49.184106)),Postal Address,,,St. Brelade,,,,2 Nevada,0100039,,,,Government of Jersey,BR0039,
0477a950-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"23, St James Street",,GEOMETRYCOLLECTION (POINT (-2.100524 49.182891)),Postal Address,,,St. Helier,,,,23,0401457,,,,Government of Jersey,HE1457,
2eeba5a0-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"Hamptonne, La Rue de la Hague",,GEOMETRYCOLLECTION (POINT (-2.174736 49.213506)),Postal Address,Richmond Map,,St. Peter,,,,Hamptonne,1000031,,,,Government of Jersey,PE0031,
046b04f0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"103, Halkett Place",,GEOMETRYCOLLECTION (POINT (-2.104218 49.187038)),Postal Address,,,St. Helier,,,,103,0401069,,,,Government of Jersey,HE1069,
2ef67dc0-1168-0138-9137-740f24312a1c,Parish,,,,,,"Site of Lager Immelmann, Field P65",,GEOMETRYCOLLECTION (POINT (-2.211063 49.210718)),Field Number,German Occupation,,St. Peter,,,,Site of Lager Immelmann,1000257,,,,,,
fc818960-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"La Maison de Trodez, La Route de Trodez",,GEOMETRYCOLLECTION (POINT (-2.217387 49.240323)),Postal Address,Richmond Map,,St. Ouen,,,,La Maison de Trodez,0900143,,,,Government of Jersey,OU0143,
84dc64b0-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,Archaeological Evaluation,"Platte Rocque Tower, La Grande Route des Sablons",Archaeological Evaluation,GEOMETRYCOLLECTION (POINT (-2.033929 49.164365)),Postal Address,"Richmond Map,Coastal Fortification",,Grouville,Absolute Archaeology were commissioned by Design Plus Ltd on behalf of Mr and Mrs McIntosh to undertake an archaeological desk-based assessment. This also included a excavating a series of engineering test pits which provided no evidence for conflict archaeology but they recovered stratified prehistoric finds at a depth of approximately 1.2m.,,,Platte Rocque Tower,0300034,,,,Government of Jersey,GR0080,
2974a040-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"Eden Farm, La Rue des Pigneaux",,GEOMETRYCOLLECTION (POINT (-2.068802 49.204086)),Postal Address,Richmond Map,,St. Saviour,,,,Eden Farm,1100067,,,,Government of Jersey,SA0067,
0621adf0-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"Forge Cottage, La Rue des Alleurs",,GEOMETRYCOLLECTION (POINT (-2.048539 49.227683)),Postal Address,,,St. Martin,,,,Forge Cottage,0700164,,,,Government of Jersey,MN0164,
b36d6ea0-149f-0138-c579-740f24312a1c,Parish,Listed building,,,,,"1-3 Alfriston Cottages, La Route d'Ebenezer",,GEOMETRYCOLLECTION (POINT (-2.108798 49.240409)),Postal Address,Richmond Map,,Trinity,,,,1-3 Alfriston Cottages,1200237,,,,Government of Jersey,TR0237,
0bdd6ff0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"World War I Prisoners of War Hut, Le Mont Sorsoleil",,GEOMETRYCOLLECTION (POINT (-2.148726 49.221696)),Postal Address,,,St. Lawrence,,,,World War I Prisoners of War Hut,0600304,,,,Government of Jersey,LA0063,
045112f0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"15, Mulcaster Street",,GEOMETRYCOLLECTION (POINT (-2.107562 49.182979)),Postal Address,,,St. Helier,,,,15,0400340,,,,Government of Jersey,HE0340,
0467bf60-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"21, Duhamel Place",,GEOMETRYCOLLECTION (POINT (-2.104854 49.187471)),Postal Address,,,St. Helier,,,,21,0400978,,,,Government of Jersey,HE0978,
0bd809f0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"La Solitude, La Rue de la Scelletterie",,GEOMETRYCOLLECTION (POINT (-2.135483 49.234593)),Postal Address,Richmond Map,,St. Lawrence,,,,La Solitude,0600222,,,,Government of Jersey,LA0222,
0bd6d5e0-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"Les Petites Montagnes, Le Chemin des Montagnes",,GEOMETRYCOLLECTION (POINT (-2.150083 49.213373)),Postal Address,Richmond Map,,St. Lawrence,,,,Les Petites Montagnes,0600173,,,,Government of Jersey,LA0173,
0449a190-149c-0138-c573-740f24312a1c,Parish,,,,,,"Albert & Agnes Flats, Cannon Street",,GEOMETRYCOLLECTION (POINT (-2.109204 49.187786)),Postal Address,,,St. Helier,,,,Albert & Agnes Flats,0400083,,,,,,
0bd4db10-116c-0138-9146-740f24312a1c,Parish,Listed building,,,,,"La Chasserie Blanche, La Route de St Jean",,GEOMETRYCOLLECTION (POINT (-2.12659 49.210196)),Postal Address,Richmond Map,,St. Lawrence,,,,La Chasserie Blanche,0600106,,,,Government of Jersey,LA0106,
468b5780-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"Les Buttes, La Rue des Buttes",,GEOMETRYCOLLECTION (POINT (-2.140384 49.243009)),Postal Address,Richmond Map,,St. John,,,,Les Buttes,0500071,,,,Government of Jersey,JN0071,
8b6d2ea0-1498-0138-c570-740f24312a1c,Parish,Listed building,,,,,"1 Beachleigh Cottages, La Grève d'Azette",,GEOMETRYCOLLECTION (POINT (-2.091642 49.175708)),Postal Address,,,St. Clement,,,,1 Beachleigh Cottages,0200092,,,,Government of Jersey,CL0092,
0485ce10-149c-0138-c573-740f24312a1c,Parish,,,,,,"Datestone '1689', West Hill",,GEOMETRYCOLLECTION (POINT (-2.118789 49.198406)),Postal Address,,,St. Helier,,,,Datestone '1689',0400533,,,,,,
061d43a0-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"La Franchise Farm, La Rue du Hucquet",,GEOMETRYCOLLECTION (POINT (-2.059626 49.226781)),Postal Address,,,St. Martin,,,,La Franchise Farm,0700048,,,,Government of Jersey,MN0048,
fc8d7d70-149c-0138-c576-740f24312a1c,Parish,,,,,,"Site of North Battery, La Grande Route des Mielles",,GEOMETRYCOLLECTION (POINT (-2.226453 49.217323)),Postal Address,"Richmond Map,Coastal Fortification",,St. Ouen,,,,Site of North Battery,0900384,,,,,,
fc857380-149c-0138-c576-740f24312a1c,Parish,Listed building,,,,,"Milestone 'O6', La Rue du Manoir",,GEOMETRYCOLLECTION (POINT (-2.200243 49.226307)),Postal Address,,,St. Ouen,,,,Milestone 'O6',0900177,,,,Government of Jersey,OU0177,
84d623c0-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Fauvic House, La Rue de Fauvic",,GEOMETRYCOLLECTION (POINT (-2.04058 49.176764)),Postal Address,,,Grouville,,,,Fauvic House,0300053,,,,Government of Jersey,GR0053,
2975b820-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"St Juste, Belvedere Hill",,GEOMETRYCOLLECTION (POINT (-2.093557 49.180666)),Postal Address,,,St. Saviour,,,,St Juste,1100280,,,,Government of Jersey,SA0280,
046f4820-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Hautmont House, Le Mont Millais",,GEOMETRYCOLLECTION (POINT (-2.092446 49.188139)),Postal Address,,,St. Helier,,,,Hautmont House,0401202,,,,Government of Jersey,HE1202,
505d3670-116c-0138-914f-740f24312a1c,Parish,,,,,,"Harley House, Le Boulevard",,GEOMETRYCOLLECTION (POINT (-2.170311 49.18677)),Postal Address,,,St. Brelade,,,,Harley House,0100283,,,,,,
04453e30-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"74, Bath Street",,GEOMETRYCOLLECTION (POINT (-2.102456 49.186445)),Postal Address,,,St. Helier,,,,74,0400033,,,,Government of Jersey,HE0033,
84d8b1d0-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"Seaforth, La Rue du Pont",,GEOMETRYCOLLECTION (POINT (-2.034466 49.169249)),Postal Address,,,Grouville,,,,Seaforth,0300144,,,,Government of Jersey,GR0144,
84dc8df0-1168-0138-913a-740f24312a1c,Parish,Listed building,,,,,"La Rocque Guard House , La Grande Route des Sablons",,GEOMETRYCOLLECTION (POINT (-2.028675 49.167977)),Postal Address,"Richmond Map,Coastal Fortification",,Grouville,,,,La Rocque Guard House ,0300089,,,,Government of Jersey,GR0089,
f15ba7e0-1168-0138-9140-740f24312a1c,Parish,,,,,,"Lithic Scatter, Field MY144",,GEOMETRYCOLLECTION (POINT (-2.179376 49.247279)),Field Number,,,St. Mary ,,,,Lithic Scatter,0800185,,,,,,
047d2a50-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,Victoria Crescent,,GEOMETRYCOLLECTION (POINT (-2.105608 49.194461)),Postal Address,,,St. Helier,,,,Victoria Crescent,0401639,,,,Government of Jersey,HE1639/HE1795/HE1796/HE1797/HE1798/HE1799/HE1800/HE1801/HE1802/HE1803/HE1804/HE1805/HE1806/HE1807/HE1913,
047a46a0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"Military Barracks Office, South Hill",,GEOMETRYCOLLECTION (POINT (-2.10909 49.17738)),Postal Address,Coastal Fortification,,St. Helier,,,,Military Barracks Office,0401561,,,,Government of Jersey,HE1561,
2ef3d430-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"Guide Post, La Route de Beaumont",,GEOMETRYCOLLECTION (POINT (-2.182139 49.212833)),Postal Address,,,St. Peter,,,,Guide Post,1000124,,,,Government of Jersey,PE0124,
fc8c2400-149c-0138-c576-740f24312a1c,Parish,,,,,,La Hougue de Grosnez,,GEOMETRYCOLLECTION (POINT (-2.243276 49.257094)),,Megalithic,,St. Ouen,,,,La Hougue de Grosnez,0900345,,,,,OU175,
0621e040-116c-0138-9143-740f24312a1c,Parish,Listed building,,,,,"La Cour Normande, La Rue du Bouillon",,GEOMETRYCOLLECTION (POINT (-2.0409 49.211486)),Postal Address,Richmond Map,,St. Martin,,,,La Cour Normande,0700170,,,,Government of Jersey,MN0170,
5057d650-116c-0138-914f-740f24312a1c,Parish,Listed building,,,,,"La Poste, La Rue au Moestre",,GEOMETRYCOLLECTION (POINT (-2.17088 49.187269)),Postal Address,Richmond Map,,St. Brelade,,,,La Poste,0100148,,,,Government of Jersey,BR0148,
b36e0310-149f-0138-c579-740f24312a1c,Parish,,,,,,"Les Ruettes, La Rue de la Fontaine",,GEOMETRYCOLLECTION (POINT (-2.106122 49.234773)),Postal Address,Richmond Map,,Trinity,,,,Les Ruettes,1200208,,,,,,
0467eeb0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"20, Duhamel Place",,GEOMETRYCOLLECTION (POINT (-2.104597 49.187684)),Postal Address,,,St. Helier,,,,20,0400983,,,,Government of Jersey,HE0983,
046ddad0-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"9-13, Library Place",,GEOMETRYCOLLECTION (POINT (-2.106964 49.18402)),Postal Address,,,St. Helier,,,,9-13,0401162,,,,Government of Jersey,HE1162,
4688a4a0-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"Le Maison Chesnel, La Rue du Temple",,GEOMETRYCOLLECTION (POINT (-2.138287 49.245864)),Postal Address,,,St. John,,,,Le Maison Chesnel,0500010,,,,Government of Jersey,JN0010,
2ef543b0-1168-0138-9137-740f24312a1c,Parish,Listed building,,,,,"Post Box No.74 , La Vieux Beaumont",,GEOMETRYCOLLECTION (POINT (-2.161643 49.199052)),Postal Address,,,St. Peter,,,,Post Box No.74 ,1000282,,,,Government of Jersey,PE0282,
296e06a0-1168-0138-9134-740f24312a1c,Parish,Listed building,,,,,"1-2 Richelieu Villas, Bagot Road",,GEOMETRYCOLLECTION (POINT (-2.087709 49.180831)),Postal Address,,,St. Saviour,,,,1-2 Richelieu Villas,1100120,,,,Government of Jersey,"SA0120, SA0283",
468d90c0-116c-0138-9149-740f24312a1c,Parish,Listed building,,,,,"La Chasse Farm, La Rue des Servais",,GEOMETRYCOLLECTION (POINT (-2.117413 49.219978)),Postal Address,Richmond Map,,St. John,,,,La Chasse Farm,0500124,,,,Government of Jersey,JN0124,
0455bd00-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"8, Stopford Road",,GEOMETRYCOLLECTION (POINT (-2.102132 49.189138)),Postal Address,,,St. Helier,,,,8,0400472,,,,Government of Jersey,HE0472,
fc8cf7b0-149c-0138-c576-740f24312a1c,Parish,,,,,,"Site of Resistance Nest Hünegrabe, Field O1398",,GEOMETRYCOLLECTION (POINT (-2.223192 49.229791)),Field Number,German Occupation,,St. Ouen,,,,Site of Resistance Nest Hünegrabe,0900371,,,,,,
0470a920-149c-0138-c573-740f24312a1c,Parish,,,,,,"Augres House, Oaklands Lane",,GEOMETRYCOLLECTION (POINT (-2.087155 49.206998)),Postal Address,Richmond Map,,St. Helier,,,,Augres House,0401241,,,,,,
b36457c0-149f-0138-c579-740f24312a1c,Parish,Listed building,,,,,"Le Menage, La Route des Côtes du Nord",,GEOMETRYCOLLECTION (POINT (-2.066655 49.232961)),Postal Address,Richmond Map,,Trinity,,,,Le Menage,1200014,,,,Government of Jersey,TR0014,
b364b180-149f-0138-c579-740f24312a1c,Parish,Listed building,,,,,"Le Petit Hurel, La Rue du Hurel",,GEOMETRYCOLLECTION (POINT (-2.093747 49.22071)),Postal Address,Richmond Map,,Trinity,,,,Le Petit Hurel,1200042,,,,Government of Jersey,TR0042,
0449f100-149c-0138-c573-740f24312a1c,Parish,Listed building,,,,,"15, La Colomberie",,GEOMETRYCOLLECTION (POINT (-2.102339 49.183295)),Postal Address,Richmond Map,,St. Helier,,,,15,0400150,,,,Government of Jersey,HE0150,
